xy_group_id,lon,lat,country,country_code,source,source_id,n_records,n_extract_ids,n_classes,n_class_groups,n_priority_records,n_no_spectral_data,n_rare_spectral_records,n_thematic_conflict_records,max_alert_rank,median_ndvi,median_ndre,median_months_obs,max_spectral_alert_level,pct_priority_records,has_multiple_classes,has_multiple_class_groups
SRC10_CRI_2021__XY__3066923759f3,-85.790612,10.126002,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8036073017466927,0.5271119531593023,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__306b65cd0367,-85.240049,10.253791,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.9048730998925436,0.7224260531271425,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__306d264b210f,-85.541038,10.53001,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5235200126624336,0.3533792492032476,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__307223335621,-85.304959,10.129249,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5518482758618666,0.3584060494363841,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3072efdb7402,-85.397086,10.453454,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5998261908641573,0.3472869081796456,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30779e9e9300,-85.564097,10.351794,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3982241288204671,0.31050514214955094,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__3078c29b0df7,-85.252192,10.121007,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,1,0,3,0.22398781625104042,0.27187188396357204,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__307b07a0d355,-85.235829,10.253807,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7103276668477818,0.4723479866382202,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3088a0c37326,-85.287135,10.10446,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.5913667794366235,0.4393483687448684,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__3091646c9f55,-85.334539,10.141197,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7604224385073115,0.5166657201941194,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__309652cbb85a,-85.811763,10.307128,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3894330065540216,0.2493288592580058,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__309847c542a8,-85.481164,10.373441,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6218910078407134,0.47302442540475254,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3099fed3f546,-85.582499,10.263577,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.2729977965099729,0.19714495899020024,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__309af1f96b51,-85.74892,10.361328,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3735029355368884,0.307145602984102,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__309eb04c4307,-85.795841,10.405866,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.487192947677556,0.3324746417646111,11.0,media,100.0,0,0
SRC10_CRI_2021__XY__30a452b683bb,-85.486902,10.246722,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5720688814839884,0.3862085652736705,11.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30ac29e7f438,-85.713996,10.294021,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.7077034449890041,0.5100541317876218,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__30acae97ed48,-85.249602,10.533708,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6460302230449887,0.45646739644165524,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30b498c540a8,-85.255496,10.423876,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6662513463164725,0.44081898841121847,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30bc26390988,-85.368988,10.540867,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8341497543847696,0.5974841760684848,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30be06090052,-85.452071,10.472514,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.20950521335557376,0.152790229561631,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30c18bb980b8,-85.752599,10.153984,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.6434791545645886,0.4867661666374949,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__30ca300c8215,-85.441186,10.401374,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5353341457189337,0.39984694535792853,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30cf94600202,-85.209037,10.421642,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6084772016509319,0.42392009548615756,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30cfaf21a919,-85.809515,10.30632,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3405667962897433,0.30185893692875376,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__30d16045ad8b,-85.546651,10.383991,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5940433797345419,0.4569086182763447,11.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30d4618e34f6,-85.649605,10.51902,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.1933707686805998,0.24406108888957645,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__30de15745629,-85.345011,10.542397,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4859111392518253,0.33924488254596596,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__30e1c516c277,-85.741439,10.35332,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4998493542468611,0.35603641854855317,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__30e2c3eabef3,-85.368711,10.240002,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5497251853950679,0.3331764456267926,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30e3d3c71698,-85.194931,10.368209,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.5570991769913869,0.44041853367817047,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__30e5bab20e54,-85.238902,10.498756,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.4788061170763293,0.3362473027869938,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30e698469017,-85.519909,10.527699,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7301588870878088,0.5507835365227655,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30e8669cf420,-85.419479,10.268743,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.6633417283454726,0.42730701893255474,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__30ebd4ddee34,-85.445575,10.437553,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5957335283049094,0.39210129792828163,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30edfae3ca54,-85.362458,10.258128,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.645050432159787,0.41636008615093956,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30f1aa524185,-85.6162,10.363137,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.753477755548241,0.4879462504292914,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30f1c6c0fb1c,-85.334569,10.148436,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6292791730534921,0.44731676195367387,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30f73a4ab1f6,-85.268419,10.486573,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.4771422557841357,0.3427708850472581,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30fc1381a0ee,-85.24599,10.153612,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.753934240821116,0.5198773493831974,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__30fd8b9ac958,-85.69198,10.549873,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.2949663033065491,0.19944222651552884,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__310378f348d3,-85.522056,10.095737,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.663667786268781,0.46820215533968584,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31077b6685ee,-85.466891,10.480893,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.32891441022178064,0.18447795201252726,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31084c647a86,-85.49658,10.507299,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7141669293842035,0.5639302052408023,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__310a0914fc16,-85.672715,10.387393,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.5817737897245148,0.4140173496584658,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__310a6f51e8ea,-85.51745,10.456524,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.4293090261735278,0.2726873260461462,11.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__310d59a924ec,-85.350136,10.337818,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.6791687785098833,0.4563409563409563,11.0,media,100.0,0,0
SRC10_CRI_2021__XY__310f4d57278d,-85.672025,10.377113,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4586827750894106,0.3090314394938043,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__3111935e3e64,-85.756624,10.185055,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8061983767122753,0.5784612319672676,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__311a79273db9,-85.599882,10.421564,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4447117461079647,0.34326067712843106,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__311ad6ea561f,-85.463197,10.148064,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4701871294437848,0.3719294591130222,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__312213a7b9a0,-85.286522,10.513274,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7343500630034479,0.5055784205538344,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31281b1dc3f1,-85.711641,10.448302,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8490063599595384,0.6132910952143542,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__312a9a831ce2,-85.251371,10.533061,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.6491291745697129,0.46915712719577796,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__312d02ed8f34,-85.463814,10.271654,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.5351348612844467,0.40222419698963513,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__312ea4055ef3,-85.282342,10.186695,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.42992892493908264,0.3581224056073474,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__312ee53696bd,-85.372931,10.239984,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5284349487327354,0.33161034806190137,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31325411b17b,-85.449708,10.418228,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6792431921389936,0.5002424215300155,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__313665df6ada,-85.428828,10.469,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5725489617115234,0.33186132721509354,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3138af6e91e1,-85.446162,10.092811,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8079326234336963,0.583897518374201,11.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__313e4e77ba50,-85.316688,10.415183,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.554436419204575,0.3234935088566996,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__313eb38a93a3,-85.565159,10.140606,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.7536319612590798,0.5416852429781542,11.0,alta,100.0,0,0
SRC10_CRI_2021__XY__313f15263dc9,-85.445189,10.13601,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.30873678001963145,0.20013394949225566,10.0,media,100.0,0,0
SRC10_CRI_2021__XY__31420153e77d,-85.252155,10.111353,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8077325267366829,0.5295195821494053,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31437fc54275,-85.341006,10.277932,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.761882755050334,0.5474378793686938,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3145225296f9,-85.527989,10.452854,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6187695964296085,0.431346802490737,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3145dc4f4bf5,-85.544676,10.411751,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5748311911321848,0.3586813166862962,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31482b301ece,-85.546591,10.371926,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.3428082989332786,0.2299071769244016,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__314ba618c23a,-85.483691,10.461509,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7251296472052571,0.5451276911475824,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31564a4e6328,-85.575548,10.511958,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4680765111134165,0.3302144450533918,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__3159337dacdc,-85.275418,10.126951,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8583503955352286,0.5922287817595601,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__315d7f8d5d88,-85.437385,10.493093,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.23190355742240265,0.18662191281653415,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__315da61aef95,-85.374559,10.102963,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3754556500607533,0.3226045135035146,11.0,media,100.0,0,0
SRC10_CRI_2021__XY__3161f2dd6260,-85.618236,10.483717,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.3017425825858058,0.2662147382123161,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__3168bbe418f0,-85.406299,10.15055,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5547030626478451,0.40381203762374235,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3169eee914b6,-85.50876,10.40589,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.697052772746112,0.50286986859565,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__316f71da0a18,-85.375844,10.424588,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8198844538677739,0.624960916806954,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3170d2c2b539,-85.481017,10.34207,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6639446760556427,0.48246016380207235,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3173e2ca7178,-85.527472,10.346679,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7567246029129178,0.5852023218737339,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3175fdacb63f,-85.242905,10.443232,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.4306675059774784,0.3042899793908562,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__3179d0148dce,-85.4817,10.486857,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.29536046766462887,0.245953282954767,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__317c049ed590,-85.574509,10.467106,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6544511288072241,0.446421130638969,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__317db7dc8cf0,-85.802772,10.305185,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.7105567474444685,0.516932714336144,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__31800816e216,-85.532766,10.130678,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5329820729576399,0.36907000367027143,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__318394a54b55,-85.559627,10.446668,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.7204905194791259,0.5438949697801889,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31856fcc764c,-85.299391,10.316307,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.5992961166839734,0.42168209362831033,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__3185a3ad1acf,-85.451148,10.272223,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5832418866096271,0.36989626454699165,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31867f02c5ac,-85.287084,10.531271,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,3,0.64454071382436,0.4413069771278777,12.0,alta,100.0,0,0
SRC10_CRI_2021__XY__3189a51ba33b,-85.534076,10.127843,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.24516959037229763,0.27514479541704234,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__318b84698dd8,-85.238759,10.462556,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.5058616819223214,0.3550324454024001,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__319162e7516c,-85.213204,10.407145,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6184356302581197,0.4232279662691381,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__319784de059f,-85.735077,10.100717,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8723368350602624,0.643526328789505,10.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31981cfec8df,-85.275467,10.456803,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,1,0,2,0.6705252562128038,0.4439891336065389,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__319acda8d21e,-85.698232,10.310837,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.7082771146776831,0.48283299483620323,12.0,media,100.0,0,0
SRC10_CRI_2021__XY__31a6dc89f818,-85.781586,10.368916,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.417022930431403,0.2936299190964075,11.0,media,100.0,0,0
SRC10_CRI_2021__XY__31a7637a9c14,-85.238377,10.366021,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6584627000933414,0.4979135880744706,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31af3be102c1,-85.350885,10.511572,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.6195368689832432,0.4101118502760326,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31af94f6a527,-85.56428,10.105192,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.8715855887306329,0.6548227867606732,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31b36d756248,-85.469042,10.489329,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,0,0,0,0,0,0.22725336388741985,0.1789605172584781,12.0,sin_alerta,0.0,0,0
SRC10_CRI_2021__XY__31b470a9f73b,-85.67959,10.382539,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,1,1,1,1,1,0,0,0,2,0.4487671778980583,0.33132052535327927,12.0,media,100.0,0,0
