timestamp,source_name,source_code,source_id_expected,country_code_expected,year_ref_expected,input_gpkg,input_layer_original_annual,input_layer_units_annual,output_gpkg,n_original_records,n_extract_units,n_priority_original_records,pct_priority_original_records,n_priority_extract_units,pct_priority_extract_units,n_rare_spectral_records,pct_rare_spectral_records,n_low_availability_records,pct_low_availability_records,n_class_audit_original_rows,n_class_audit_units_rows,min_valid_months,min_total_obs,cloud_prob_high,min_group_size_for_rareness,iqr_factor
2026-07-14 09:43:21,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",SRC10,10,CRI,2021,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/s2sr_join/sinac_src10_2021_s2sr_join_outputs.gpkg,sinac_src10_records_s2sr_annual,sinac_src10_extract_units_s2sr_annual,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/spectral_class_audit/s2sr_spectral_class_audit_sinac_src10_2021_outputs.gpkg,19474,19455,6964,35.761,6945,35.698,354,1.818,0,0.0,9,9,4,4,60.0,20,1.5
