gpkg_path,table_name,total_registros,lon_field,lat_field,coordinate_precision,n_fuera_rango_global,n_fuera_rango_regional_amplio,grupos_duplicados_xy_exactos,registros_en_duplicados_xy_exactos,grupos_duplicados_xy_redondeados,registros_en_duplicados_xy_redondeados
/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/raw/GeoPackage_puntos_control_mesoamerica.gpkg,Puntos_control_mesoamerica,2881123,Longitud,Latitud,6,0,0,758797,2356284,719495,2356787
