tipo_duplicado,lon,lat,n
redondeado_6_decimales,-89.167358,16.373633,19
redondeado_6_decimales,-89.167259,16.364599,19
redondeado_6_decimales,-89.167159,16.355566,19
redondeado_6_decimales,-89.167059,16.346532,19
redondeado_6_decimales,-89.16696,16.337498,19
redondeado_6_decimales,-89.16686,16.328465,19
redondeado_6_decimales,-89.166761,16.319431,19
redondeado_6_decimales,-89.166661,16.310397,19
redondeado_6_decimales,-89.166562,16.301364,19
redondeado_6_decimales,-89.166462,16.29233,19
redondeado_6_decimales,-89.166363,16.283296,19
redondeado_6_decimales,-89.166264,16.274263,19
redondeado_6_decimales,-89.166165,16.265229,19
redondeado_6_decimales,-89.166066,16.256195,19
redondeado_6_decimales,-89.165967,16.247162,19
redondeado_6_decimales,-89.165868,16.238128,19
redondeado_6_decimales,-89.165769,16.229094,19
redondeado_6_decimales,-89.16567,16.22006,19
redondeado_6_decimales,-89.165572,16.211027,19
redondeado_6_decimales,-89.165473,16.201993,19
redondeado_6_decimales,-89.165374,16.192959,19
redondeado_6_decimales,-89.165276,16.183925,19
redondeado_6_decimales,-89.165177,16.174892,19
redondeado_6_decimales,-89.165079,16.165858,19
redondeado_6_decimales,-89.16498,16.156824,19
redondeado_6_decimales,-89.164882,16.14779,19
redondeado_6_decimales,-89.164784,16.138757,19
redondeado_6_decimales,-89.164686,16.129723,19
redondeado_6_decimales,-89.164588,16.120689,19
redondeado_6_decimales,-89.16449,16.111655,19
redondeado_6_decimales,-89.164392,16.102621,19
redondeado_6_decimales,-89.164294,16.093587,19
redondeado_6_decimales,-89.164196,16.084554,19
redondeado_6_decimales,-89.164098,16.07552,19
redondeado_6_decimales,-89.164,16.066486,19
redondeado_6_decimales,-89.163903,16.057452,19
redondeado_6_decimales,-89.163805,16.048418,19
redondeado_6_decimales,-89.163707,16.039384,19
redondeado_6_decimales,-89.16361,16.03035,19
redondeado_6_decimales,-89.163513,16.021316,19
redondeado_6_decimales,-89.163415,16.012282,19
redondeado_6_decimales,-89.163357,16.8525,19
redondeado_6_decimales,-89.163318,16.003249,19
redondeado_6_decimales,-89.163255,16.843467,19
redondeado_6_decimales,-89.163221,15.994215,19
redondeado_6_decimales,-89.163152,16.834434,19
redondeado_6_decimales,-89.163123,15.985181,19
redondeado_6_decimales,-89.163049,16.825401,19
redondeado_6_decimales,-89.163026,15.976147,19
redondeado_6_decimales,-89.162947,16.816368,19
redondeado_6_decimales,-89.162929,15.967113,19
redondeado_6_decimales,-89.162844,16.807334,19
redondeado_6_decimales,-89.162832,15.958079,19
redondeado_6_decimales,-89.162742,16.798301,19
redondeado_6_decimales,-89.162735,15.949045,19
redondeado_6_decimales,-89.16264,16.789268,19
redondeado_6_decimales,-89.162639,15.940011,19
redondeado_6_decimales,-89.162542,15.930977,19
redondeado_6_decimales,-89.162537,16.780234,19
redondeado_6_decimales,-89.162445,15.921943,19
redondeado_6_decimales,-89.162435,16.771201,19
redondeado_6_decimales,-89.162348,15.912909,19
redondeado_6_decimales,-89.162333,16.762168,19
redondeado_6_decimales,-89.162252,15.903875,19
redondeado_6_decimales,-89.162231,16.753135,19
redondeado_6_decimales,-89.162129,16.744101,19
redondeado_6_decimales,-89.162027,16.735068,19
redondeado_6_decimales,-89.161925,16.726035,19
redondeado_6_decimales,-89.161823,16.717001,19
redondeado_6_decimales,-89.161722,16.707968,19
redondeado_6_decimales,-89.16162,16.698935,19
redondeado_6_decimales,-89.161518,16.689901,19
redondeado_6_decimales,-89.161417,16.680868,19
