n_total,n_anio_null,n_anio_vacio,n_anio_fuera_rango_plausible,anio_min_observado,anio_max_observado,n_anios_distintos,pct_anio_null,pct_anio_vacio,pct_anio_fuera_rango_plausible,min_plausible_year,max_plausible_year
2881123,0,0,0,2000,2022,23,0.0,0.0,0.0,1980,2026
