n_processed_polygons,total_area_ha,mean_area_ha,median_area_ha,min_area_ha,p05_area_ha,p25_area_ha,p75_area_ha,p95_area_ha,max_area_ha,n_source_polygons_unique
71866,125586.71796071084,1.7475122862092065,0.06756896144184103,0.01,0.01,0.02,0.2979627530015301,2.3867336872113105,6808.553856754524,71866
