total_registros,total_registros_fuente,n_clases_nivel0,n_clases_nivel1,n_clases_nivel2,thematic_base_schema_version,confidence_source_field,source_id_field,source_type_field,source_detail_field,source_record_id_field,n_source_ids,n_source_names,n_source_types,pct_source_id_coverage,pct_source_name_coverage,pct_source_type_coverage,n_confidence_numeric_source,n_confidence_numeric_base,pct_confidence_numeric_base,confidence_scale_detected,n_confidence_distinct_values,min_confidence_coverage_pct_required,thematic_base_rebuilt,n_inconsistencias_jerarquicas,n_grupos_conflicto_xy,n_registros_conflicto_xy
2881123,2881123,5,12,40,3.0-confidence-source-traceability,conf_integrada,id_fuente,Tipo,Detalle_Tipo,Id_Origen,43,43,4,100.0,100.0,100.0,2881123,2881123,100.0,0_100,1405623,0.0,0,0,221342,626664
