subset,xy_group_id,lon,lat,pais_grupo,tipo_grupo_original,n_registros_original,n_registros_subset,estado_xy_subset,source_rowid,pais,fuente,anio,nivel_0,nivel_1,nivel_2
ventana_2018_2022,XY_000000487607,-89.12410513,14.65376807,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2043674,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487607,-89.12410513,14.65376807,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2043692,Honduras,FCPF - Malla MRV-REDD+ Honduras,2018,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,321 Café
ventana_2018_2022,XY_000000487607,-89.12410513,14.65376807,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2043694,Honduras,FCPF - Malla MRV-REDD+ Honduras,2019,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487607,-89.12410513,14.65376807,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2043696,Honduras,FCPF - Malla MRV-REDD+ Honduras,2021,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487607,-89.12410513,14.65376807,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2043698,Honduras,FCPF - Malla MRV-REDD+ Honduras,2022,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487623,-89.12410513,15.01309419,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153471,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487623,-89.12410513,15.01309419,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153497,Honduras,FCPF - Malla MRV-REDD+ Honduras,2018,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,322 Cacao
ventana_2018_2022,XY_000000487623,-89.12410513,15.01309419,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153499,Honduras,FCPF - Malla MRV-REDD+ Honduras,2019,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,322 Cacao
ventana_2018_2022,XY_000000487623,-89.12410513,15.01309419,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153501,Honduras,FCPF - Malla MRV-REDD+ Honduras,2021,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000487623,-89.12410513,15.01309419,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153503,Honduras,FCPF - Malla MRV-REDD+ Honduras,2022,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000496118,-89.10164724,14.92326266,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2152392,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000496118,-89.10164724,14.92326266,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2152418,Honduras,FCPF - Malla MRV-REDD+ Honduras,2018,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",332 Pastizales naturales y cultivados
ventana_2018_2022,XY_000000496118,-89.10164724,14.92326266,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2152420,Honduras,FCPF - Malla MRV-REDD+ Honduras,2019,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",332 Pastizales naturales y cultivados
ventana_2018_2022,XY_000000496118,-89.10164724,14.92326266,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2152422,Honduras,FCPF - Malla MRV-REDD+ Honduras,2021,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000496118,-89.10164724,14.92326266,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2152424,Honduras,FCPF - Malla MRV-REDD+ Honduras,2022,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000504549,-89.07918936,14.56393654,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2042054,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000504549,-89.07918936,14.56393654,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2042055,Honduras,FCPF - Malla MRV-REDD+ Honduras,2022,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000504549,-89.07918936,14.56393654,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2042056,Honduras,FCPF - Malla MRV-REDD+ Honduras,2021,30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales",331 Granos básicos y hortalizas  y otros
ventana_2018_2022,XY_000000504549,-89.07918936,14.56393654,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2044998,Honduras,FCPF - Malla MRV-REDD+ Honduras,2018,40 Tierras Forestales,42 Bosque de coníferas,420 Bosque de coníferas
ventana_2018_2022,XY_000000504549,-89.07918936,14.56393654,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2045000,Honduras,FCPF - Malla MRV-REDD+ Honduras,2019,40 Tierras Forestales,42 Bosque de coníferas,420 Bosque de coníferas
ventana_2018_2022,XY_000000504567,-89.07918936,14.96817842,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153289,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,321 Café
ventana_2018_2022,XY_000000504567,-89.07918936,14.96817842,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153302,Honduras,FCPF - Malla MRV-REDD+ Honduras,2018,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,321 Café
ventana_2018_2022,XY_000000504567,-89.07918936,14.96817842,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153303,Honduras,FCPF - Malla MRV-REDD+ Honduras,2019,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,321 Café
ventana_2018_2022,XY_000000504567,-89.07918936,14.96817842,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153304,Honduras,FCPF - Malla MRV-REDD+ Honduras,2021,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000504567,-89.07918936,14.96817842,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2153305,Honduras,FCPF - Malla MRV-REDD+ Honduras,2022,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
ventana_2018_2022,XY_000000512372,-89.05673147999998,14.78851536,Honduras,conflicto_tematico_xy,18,5,conflicto_tematico_subset,2097134,Honduras,FCPF - Malla MRV-REDD+ Honduras,2020,30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,325 Otros sistemas agroforestales o silvopastoriles
