n_grupos_conflicto,n_registros_en_conflicto,promedio_registros_por_grupo,max_registros_por_grupo,promedio_anios_por_grupo,max_anios_por_grupo,promedio_nivel1_distintos,promedio_nivel2_distintos
221342,626664,2.8312023926773953,38,2.819988976335264,19,1.9629532578543611,2.1192362949643537
