total_registros_originales,total_grupos_xy,grupos_xy_unicos,grupos_xy_repetidos,registros_en_grupos_repetidos,exceso_registros_repetidos,registros_unicos_xy_finales,pct_reduccion_si_uno_por_xy,max_registros_misma_coordenada
2881123,1283636,524839,758797,2356284,1597487,1283636,55.4467,38
