subset,xy_group_id,lon,lat,pais_grupo,tipo_grupo_original,n_registros_original,n_registros_subset,n_paises_subset,n_fuentes_subset,n_anios_subset,n_nivel0_subset,n_nivel1_subset,n_nivel2_subset,anio_min_subset,anio_max_subset,paises_subset,fuentes_subset,anios_subset,valores_nivel0_subset,valores_nivel1_subset,valores_nivel2_subset,estado_xy_subset
ventana_2018_2022,XY_000001015018,-85.08168635,15.59699912,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001015950,-85.05922846999998,14.58639443,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001015962,-85.05922846999998,14.85588901,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001015968,-85.05922846999998,14.9906363,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001016000,-85.05922846999998,15.70928853,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001016976,-85.03677057999998,14.67622595,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001016977,-85.03677057999998,14.69868384,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001016993,-85.03677057999998,15.05800995,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001017020,-85.03677057999998,15.66437277,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001017022,-85.03677057999998,15.70928853,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001017594,-85.0143127,14.76605748,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001017605,-85.0143127,15.01309419,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001017608,-85.0143127,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001017644,-85.0143127,15.88895159,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018197,-84.99185482,14.78851536,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",conflicto_tematico_subset
ventana_2018_2022,XY_000001018198,-84.99185482,14.81097325,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018207,-84.99185482,15.01309419,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018803,-84.96939693999998,14.76605748,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018814,-84.96939693999998,15.01309419,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018815,-84.96939693999998,15.03555207,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001018817,-84.96939693999998,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001019507,-84.94693904999998,14.81097325,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001019515,-84.94693904999998,14.9906363,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001019521,-84.94693904999998,15.1253836,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001019522,-84.94693904999998,15.14784148,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001019543,-84.94693904999998,15.619457,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001019544,-84.94693904999998,15.64191488,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001019545,-84.94693904999998,15.66437277,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001020600,-84.92448117,14.81097325,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001020609,-84.92448117,15.01309419,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001020614,-84.92448117,15.1253836,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001020615,-84.92448117,15.14784148,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021228,-84.90202329,14.85588901,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021241,-84.90202329,15.14784148,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021258,-84.90202329,15.52962547,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021789,-84.87956541,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021810,-84.87956541,15.55208336,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021812,-84.87956541,15.59699912,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021815,-84.87956541,15.66437277,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001021821,-84.87956541,15.79912006,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022306,-84.85710752999998,15.03555207,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022312,-84.85710752999998,15.17029936,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022315,-84.85710752999998,15.23767301,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022329,-84.85710752999998,15.55208336,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022330,-84.85710752999998,15.57454124,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022334,-84.85710752999998,15.66437277,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022335,-84.85710752999998,15.68683065,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022737,-84.83464963999998,14.83343113,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001022738,-84.83464963999998,14.85588901,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001022747,-84.83464963999998,15.05800995,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",conflicto_tematico_subset
ventana_2018_2022,XY_000001022748,-84.83464963999998,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022770,-84.83464963999998,15.57454124,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022777,-84.83464963999998,15.73174641,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022780,-84.83464963999998,15.79912006,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001022781,-84.83464963999998,15.82157794,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001023322,-84.81219176,15.17029936,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001023344,-84.81219176,15.66437277,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001023345,-84.81219176,15.68683065,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001023348,-84.81219176,15.7542043,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000001023771,-84.78973388,14.85588901,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
