subset,n_grupos_conflicto,n_registros_conflicto,promedio_registros_por_grupo,max_registros_por_grupo,promedio_anios_por_grupo,max_anios_por_grupo,promedio_nivel1_distintos,promedio_nivel2_distintos
ventana_2018_2022,2779,7415,2.66822598056855,5,1.8909679740913998,5,1.9175962576466354,2.0007196833393306
