pais,clase,n_xy,n_registros,n_xy_regional,n_xy_pais_total,pct_clase_en_pais,estado_count,lectura_count,prioridad_count
Guatemala,441 Masa arbórea ribereña,1,1,339,209829,0.0,baja cantidad de puntos critica,baja cantidad de puntos,199
Nicaragua,332 Pastizales naturales y cultivados,2,6,111572,7,28.571,baja cantidad de puntos critica,baja cantidad de puntos,198
Panamá,910 Otras,2,2,5182,29187,0.007,baja cantidad de puntos critica,baja cantidad de puntos,198
Panamá,323 Frutales,3,3,6518,29187,0.01,baja cantidad de puntos critica,baja cantidad de puntos,197
Nicaragua,210 Cuerpos de Agua,3,15,2385,7,42.857,baja cantidad de puntos critica,baja cantidad de puntos,197
Honduras,322 Cacao,3,15,561,132683,0.002,baja cantidad de puntos critica,baja cantidad de puntos,197
México,442 Plantaciones forestales,4,4,3238,2149,0.186,baja cantidad de puntos critica,baja cantidad de puntos,196
Panamá,"122 Suelo desnudo, arena, rocoso, lava, otros",4,4,2146,29187,0.014,baja cantidad de puntos critica,baja cantidad de puntos,196
Guatemala,413 Bosque Mixto (Lat-Coniferas),4,4,951,209829,0.002,baja cantidad de puntos critica,baja cantidad de puntos,196
México,445 Bosque de Palmas,4,4,14,2149,0.186,baja cantidad de puntos critica,baja cantidad de puntos,196
Panamá,325 Otros sistemas agroforestales o silvopastoriles,5,5,23196,29187,0.017,baja cantidad de puntos critica,baja cantidad de puntos,195
Guatemala,420 Bosque de coníferas,5,5,11981,209829,0.002,baja cantidad de puntos critica,baja cantidad de puntos,195
El Salvador,910 Otras,5,5,5182,571610,0.001,baja cantidad de puntos critica,baja cantidad de puntos,195
Costa Rica,210 Cuerpos de Agua,5,5,2385,133066,0.004,baja cantidad de puntos critica,baja cantidad de puntos,195
México,110 Urbano,5,6,1052,2149,0.233,baja cantidad de puntos critica,baja cantidad de puntos,195
Panamá,321 Café,6,6,218517,29187,0.021,baja cantidad de puntos critica,baja cantidad de puntos,194
Belice,311 Palma aceitera,6,12,77460,33319,0.018,baja cantidad de puntos critica,baja cantidad de puntos,194
Panamá,410 Bosque latifoliado y mixto,8,8,223452,29187,0.027,baja cantidad de puntos critica,baja cantidad de puntos,192
Costa Rica,"122 Suelo desnudo, arena, rocoso, lava, otros",9,9,2146,133066,0.007,baja cantidad de puntos critica,baja cantidad de puntos,191
Belice,442 Plantaciones forestales,10,10,3238,33319,0.03,baja cantidad de puntos critica,baja cantidad de puntos,190
Panamá,121 Otros artificializado,10,10,2901,29187,0.034,baja cantidad de puntos critica,baja cantidad de puntos,190
Panamá,445 Bosque de Palmas,10,10,14,29187,0.034,baja cantidad de puntos critica,baja cantidad de puntos,190
Guatemala,323 Frutales,12,15,6518,209829,0.006,baja cantidad de puntos critica,baja cantidad de puntos,188
El Salvador,414 Bosque seco o deciduo,14,14,1792,571610,0.002,baja cantidad de puntos critica,baja cantidad de puntos,186
El Salvador,411 Latifoliado maduro húmedo,15,15,11355,571610,0.003,baja cantidad de puntos critica,baja cantidad de puntos,185
Costa Rica,323 Frutales,15,15,6518,133066,0.011,baja cantidad de puntos critica,baja cantidad de puntos,185
Guatemala,210 Cuerpos de Agua,15,23,2385,209829,0.007,baja cantidad de puntos critica,baja cantidad de puntos,185
México,430 Manglares,16,16,11920,2149,0.745,baja cantidad de puntos critica,baja cantidad de puntos,184
Panamá,220 Humedales,16,16,5162,29187,0.055,baja cantidad de puntos critica,baja cantidad de puntos,184
Guatemala,443  Árboles fuera de bosque y otras áreas naturales,20,20,3037,209829,0.01,baja cantidad de puntos critica,baja cantidad de puntos,180
Belice,"122 Suelo desnudo, arena, rocoso, lava, otros",21,21,2146,33319,0.063,baja cantidad de puntos critica,baja cantidad de puntos,179
Honduras,442 Plantaciones forestales,24,24,3238,132683,0.018,baja cantidad de puntos critica,baja cantidad de puntos,176
El Salvador,212 Cuerpos de agua artificial,28,28,69,571610,0.005,baja cantidad de puntos critica,baja cantidad de puntos,172
México,220 Humedales,36,36,5162,2149,1.675,baja cantidad de puntos critica,baja cantidad de puntos,164
Guatemala,211 Cuerpos de agua natural,37,37,37,209829,0.018,baja cantidad de puntos critica,baja cantidad de puntos,163
Honduras,323 Frutales,38,190,6518,132683,0.029,baja cantidad de puntos critica,baja cantidad de puntos,162
Honduras,112 Urbano discontinuo,39,39,17271,132683,0.029,baja cantidad de puntos critica,baja cantidad de puntos,161
Belice,212 Cuerpos de agua artificial,41,41,69,33319,0.123,baja cantidad de puntos critica,baja cantidad de puntos,159
Guatemala,111 Urbano continuo,42,42,10995,209829,0.02,baja cantidad de puntos critica,baja cantidad de puntos,158
México,420 Bosque de coníferas,44,44,11981,2149,2.047,baja cantidad de puntos critica,baja cantidad de puntos,156
Belice,121 Otros artificializado,51,51,2901,33319,0.153,baja cantidad de puntos,baja cantidad de puntos,149
Panamá,442 Plantaciones forestales,53,53,3238,29187,0.182,baja cantidad de puntos,baja cantidad de puntos,147
Honduras,121 Otros artificializado,60,60,2901,132683,0.045,baja cantidad de puntos,baja cantidad de puntos,140
Panamá,210 Cuerpos de Agua,78,78,2385,29187,0.267,baja cantidad de puntos,baja cantidad de puntos,122
México,412 Latifoliado secundario húmedo,79,79,4503,2149,3.676,baja cantidad de puntos,baja cantidad de puntos,121
México,413 Bosque Mixto (Lat-Coniferas),79,79,951,2149,3.676,baja cantidad de puntos,baja cantidad de puntos,121
Guatemala,112 Urbano discontinuo,83,83,17271,209829,0.04,baja cantidad de puntos,baja cantidad de puntos,117
Guatemala,430 Manglares,84,84,11920,209829,0.04,baja cantidad de puntos,baja cantidad de puntos,116
Guatemala,220 Humedales,84,84,5162,209829,0.04,baja cantidad de puntos,baja cantidad de puntos,116
Panamá,110 Urbano,93,93,1052,29187,0.319,baja cantidad de puntos,baja cantidad de puntos,107
Honduras,"122 Suelo desnudo, arena, rocoso, lava, otros",94,126,2146,132683,0.071,baja cantidad de puntos,baja cantidad de puntos,106
Panamá,331 Granos básicos y hortalizas  y otros,96,96,22157,29187,0.329,baja cantidad de puntos,baja cantidad de puntos,104
Belice,443  Árboles fuera de bosque y otras áreas naturales,107,107,3037,33319,0.321,baja cantidad de puntos,baja cantidad de puntos,93
Panamá,430 Manglares,109,109,11920,29187,0.373,baja cantidad de puntos,baja cantidad de puntos,91
Guatemala,331 Granos básicos y hortalizas  y otros,112,112,22157,209829,0.053,baja cantidad de puntos,baja cantidad de puntos,88
México,414 Bosque seco o deciduo,112,112,1792,2149,5.212,baja cantidad de puntos,baja cantidad de puntos,88
México,315 Otros cultivos intensivos no arbóreos,114,114,116818,2149,5.305,baja cantidad de puntos,baja cantidad de puntos,86
El Salvador,412 Latifoliado secundario húmedo,117,117,4503,571610,0.02,baja cantidad de puntos,baja cantidad de puntos,83
Belice,331 Granos básicos y hortalizas  y otros,148,148,22157,33319,0.444,baja cantidad de puntos,baja cantidad de puntos,52
Guatemala,325 Otros sistemas agroforestales o silvopastoriles,149,149,23196,209829,0.071,baja cantidad de puntos,baja cantidad de puntos,51
México,332 Pastizales naturales y cultivados,156,156,111572,2149,7.259,baja cantidad de puntos,baja cantidad de puntos,44
Guatemala,"122 Suelo desnudo, arena, rocoso, lava, otros",164,168,2146,209829,0.078,baja cantidad de puntos,baja cantidad de puntos,36
Belice,210 Cuerpos de Agua,194,194,2385,33319,0.582,baja cantidad de puntos,baja cantidad de puntos,6
Belice,420 Bosque de coníferas,200,200,11981,33319,0.6,suficiente,suficiente,0
Belice,110 Urbano,245,245,1052,33319,0.735,suficiente,suficiente,-45
