gpkg_path,file_size,capa_principal_sugerida
/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/raw/GeoPackage_puntos_control_mesoamerica.gpkg,1.43 GB,Puntos_control_mesoamerica
