xy_year_group_id,xy_group_id,lon,lat,year_ref,records,n_class_codes,n_class_group_codes,n_sources,country,country_code,has_thematic_conflict
SRC10_CRI_2021__XYY__0b53db8354bb,SRC10_CRI_2021__XY__a154b7e40d48,-85.589467,10.502021,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b5430c1d0fc,SRC10_CRI_2021__XY__3716d20d84e3,-85.438139,10.195057,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b5475c03843,SRC10_CRI_2021__XY__b3c758a3c5f9,-85.542988,10.497424,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b582bb93ac2,SRC10_CRI_2021__XY__6767360a3cf6,-85.504411,10.379365,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b59bdf01fb1,SRC10_CRI_2021__XY__dd23b297df7a,-85.279608,10.119695,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b5c9ef6e5c1,SRC10_CRI_2021__XY__33feb59d66e0,-85.557263,10.456724,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b64fb65c893,SRC10_CRI_2021__XY__24aafce5832a,-85.539242,10.168768,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b6c50a12a12,SRC10_CRI_2021__XY__7f2edff82692,-85.784374,10.336824,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b6cb293a35e,SRC10_CRI_2021__XY__21f060760351,-85.520515,10.2834,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b6d43b7f294,SRC10_CRI_2021__XY__9f11c39f8e42,-85.550896,10.388797,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b70c22648d9,SRC10_CRI_2021__XY__25b853f04b63,-85.49344,10.313919,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b7908234195,SRC10_CRI_2021__XY__734ea68e7461,-85.419512,10.275983,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b806d10fccf,SRC10_CRI_2021__XY__825a1f4ad64e,-85.511227,10.479478,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b82457e8a64,SRC10_CRI_2021__XY__750234303e05,-85.3696,10.445127,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b8337ca87c1,SRC10_CRI_2021__XY__c17c2ddd934b,-85.722656,10.144215,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b8777706d7f,SRC10_CRI_2021__XY__3af7f1ecc702,-85.524132,10.527679,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b8c090b170d,SRC10_CRI_2021__XY__a6ab0f80639c,-85.387029,10.084266,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b8e434ffda2,SRC10_CRI_2021__XY__21099119fadc,-85.443358,10.414637,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b9003225e4d,SRC10_CRI_2021__XY__6e09ce906ddc,-85.445015,10.21859,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b93b5696471,SRC10_CRI_2021__XY__ca53af016f5b,-85.50932,10.521717,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b94e2b9a223,SRC10_CRI_2021__XY__2d4cbd70688a,-85.219355,10.36006,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b95c749d669,SRC10_CRI_2021__XY__5c0ae75231c2,-85.530118,10.456464,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0b9e60b41a4b,SRC10_CRI_2021__XY__424c249f71cc,-85.70416,10.411271,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ba22ec031be,SRC10_CRI_2021__XY__f1cc3021eb4d,-85.390703,10.442623,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ba38202c66f,SRC10_CRI_2021__XY__2e192033bd10,-85.40044,10.257966,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bac183ca811,SRC10_CRI_2021__XY__3a84cd96ba04,-85.412622,10.149316,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0badae874d02,SRC10_CRI_2021__XY__7e54046c5fdb,-85.388186,10.213006,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0baf1ca9c111,SRC10_CRI_2021__XY__58b4b9ae3a9b,-85.60153,10.383722,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bb265bfad78,SRC10_CRI_2021__XY__545f05501536,-85.712194,10.159954,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bb36b0b3ae6,SRC10_CRI_2021__XY__64d30dcac667,-85.324867,10.395194,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bb52aa54611,SRC10_CRI_2021__XY__88836822b99d,-85.598,10.518869,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bb5a32c7c09,SRC10_CRI_2021__XY__5df4a162469f,-85.578045,10.085318,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bbbda3bec82,SRC10_CRI_2021__XY__43445fc5190d,-85.489334,10.315487,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bbc0f2fd9ee,SRC10_CRI_2021__XY__78f0b7c384ba,-85.405455,10.436525,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bbc9a4b3fef,SRC10_CRI_2021__XY__132dc61de1f3,-85.49368,10.342011,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bbe33956413,SRC10_CRI_2021__XY__b9fd6f9718c5,-85.578439,10.409173,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bc14a4ccfd4,SRC10_CRI_2021__XY__d2be805ab769,-85.472868,10.40485,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bc1d3ca979f,SRC10_CRI_2021__XY__7e34b36b7415,-85.56587,10.42854,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bc1de557ab5,SRC10_CRI_2021__XY__66f6be559f87,-85.28661,10.287397,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bc4d29d3afe,SRC10_CRI_2021__XY__db099ba48f06,-85.583922,10.266979,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bccfce279e0,SRC10_CRI_2021__XY__f68dedd3ffe6,-85.678454,10.272758,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bcd6b057712,SRC10_CRI_2021__XY__8c40163d7152,-85.386587,10.466773,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bcf21eea0b8,SRC10_CRI_2021__XY__f0b7f88f2a0b,-85.784701,10.22364,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bd09643ee67,SRC10_CRI_2021__XY__b155e2153c54,-85.392949,10.472779,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bd68390d7a7,SRC10_CRI_2021__XY__8ae8d22e85eb,-85.275466,10.139018,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bd93b1be54a,SRC10_CRI_2021__XY__1c7602ba788d,-85.779902,10.095901,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bdac110b6aa,SRC10_CRI_2021__XY__10d6077d9a1f,-85.580261,10.40902,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bdb3693354f,SRC10_CRI_2021__XY__618e3492820e,-85.434781,10.385717,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bddbf50a00c,SRC10_CRI_2021__XY__cba6d1a04c34,-85.258525,10.122189,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bdf937dbb2e,SRC10_CRI_2021__XY__2e5bb99f1ce1,-85.6456,10.187406,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0be2035e3253,SRC10_CRI_2021__XY__7d8a7e6de9b4,-85.434704,10.126811,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0be3535eb31c,SRC10_CRI_2021__XY__b11fc0f649ee,-85.681377,10.315751,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0be51c4fb5cc,SRC10_CRI_2021__XY__a874b815d706,-85.41617,10.47147,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bf01060ab57,SRC10_CRI_2021__XY__f0a993bbe8b1,-85.765689,10.264907,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bf14cd05713,SRC10_CRI_2021__XY__5616151de006,-85.59542,10.222906,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bf190fc23cb,SRC10_CRI_2021__XY__07e9214436d3,-85.600155,10.527304,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bf4977e4a53,SRC10_CRI_2021__XY__0533bb9d0e16,-85.297573,10.387508,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bf955960c5f,SRC10_CRI_2021__XY__b0142d5c8ca9,-85.410507,10.148119,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bfb2f9f4275,SRC10_CRI_2021__XY__0dcb0d34fd54,-85.449909,10.461665,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bff5a41ee51,SRC10_CRI_2021__XY__06d766838b3f,-85.584354,10.325893,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0bff851373a2,SRC10_CRI_2021__XY__d5e02c87aa95,-85.547872,10.444346,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c028e87c78a,SRC10_CRI_2021__XY__f96b22e3541b,-85.462318,10.406105,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c035a582ffc,SRC10_CRI_2021__XY__0e2ffe517950,-85.447714,10.443576,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c06d8bb3767,SRC10_CRI_2021__XY__59dc0f9a2cc9,-85.513309,10.473436,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c0718f682f9,SRC10_CRI_2021__XY__3e7b12cf5865,-85.308014,10.108662,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c0e0b6ab1fc,SRC10_CRI_2021__XY__393709278ff8,-85.794116,10.473183,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c0eca95e533,SRC10_CRI_2021__XY__dcc9d47c561a,-85.241622,10.115013,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c11593fff43,SRC10_CRI_2021__XY__b69fb696ce84,-85.803359,10.397732,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c13a2bcff34,SRC10_CRI_2021__XY__b33f2eee788e,-85.257583,10.417834,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c14a1469222,SRC10_CRI_2021__XY__ce1d335fbbd9,-85.430481,10.131085,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c15b96086c5,SRC10_CRI_2021__XY__8f5c804f68b8,-85.590618,10.247303,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c161f95ded2,SRC10_CRI_2021__XY__71c491bd9f08,-85.508448,10.340736,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c17803d7319,SRC10_CRI_2021__XY__fc71ba64875c,-85.25425,10.107725,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c1a7b0c3e5d,SRC10_CRI_2021__XY__59943f559d70,-85.275275,10.090751,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c1cd97b43a4,SRC10_CRI_2021__XY__022c5749acec,-85.533587,10.302007,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c1d25243c91,SRC10_CRI_2021__XY__5418c77a76f7,-85.718273,10.502557,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c232256e67a,SRC10_CRI_2021__XY__96dc8c29c802,-85.671043,10.377339,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c2a058ca77e,SRC10_CRI_2021__XY__34ac4c01b0eb,-85.236499,10.425157,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c304d7976b5,SRC10_CRI_2021__XY__6a90067203ef,-85.2218,10.445727,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c33b34cd8f7,SRC10_CRI_2021__XY__dac2b9a2975e,-85.555851,10.535971,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c3427a5849d,SRC10_CRI_2021__XY__2ef13e35b495,-85.353747,10.292626,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c3559c081d1,SRC10_CRI_2021__XY__027d8777719e,-85.547295,10.514295,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c36bb2b0441,SRC10_CRI_2021__XY__faa1a9a0e750,-85.705858,10.539246,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c379141e9e3,SRC10_CRI_2021__XY__9b28ff539b11,-85.355562,10.124217,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c3b5b03a509,SRC10_CRI_2021__XY__dea22a7e0d56,-85.377865,10.404066,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c3be4ebf78b,SRC10_CRI_2021__XY__a318d2b12651,-85.540371,10.39488,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c40f16f2df5,SRC10_CRI_2021__XY__a5dad066420f,-85.63322,10.261068,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c4434811ab3,SRC10_CRI_2021__XY__08e77540faef,-85.596955,10.313766,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c473e5b28aa,SRC10_CRI_2021__XY__1dd8f681be55,-85.4325,10.348322,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c49a760feec,SRC10_CRI_2021__XY__fa2a6e05c08e,-85.805524,10.253554,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c4a6bb84cfb,SRC10_CRI_2021__XY__5912d570e898,-85.659796,10.224168,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c4f203167ae,SRC10_CRI_2021__XY__00a4b4a05d80,-85.453538,10.168554,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c56aebb1fe6,SRC10_CRI_2021__XY__48522c36a055,-85.515497,10.489111,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c6154228e01,SRC10_CRI_2021__XY__094cec890949,-85.399919,10.486052,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c69eb0f5f70,SRC10_CRI_2021__XY__ba6261efaeb4,-85.464054,10.325255,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c6aa8122114,SRC10_CRI_2021__XY__bfc9a3a7d220,-85.545166,10.510686,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c6e6d4538da,SRC10_CRI_2021__XY__05dfc158c482,-85.687662,10.307272,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c6f28359a56,SRC10_CRI_2021__XY__92d875ca0df9,-85.797737,10.443618,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c6fcc79b4c5,SRC10_CRI_2021__XY__374e8f8deab8,-85.547247,10.504643,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c79d19496ff,SRC10_CRI_2021__XY__130b432da282,-85.654521,10.42568,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c7d600486d9,SRC10_CRI_2021__XY__7d04e14aaac0,-85.523438,10.385309,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c86dfe6697d,SRC10_CRI_2021__XY__1c704a83fa4e,-85.582698,10.416392,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c88d20b81c9,SRC10_CRI_2021__XY__756271582d7b,-85.72074,10.262773,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c8962b098e5,SRC10_CRI_2021__XY__8b4d2cd1926d,-85.679908,10.384182,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c8d07aed057,SRC10_CRI_2021__XY__f246bd7441c7,-85.357205,10.507925,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c8d23e9e312,SRC10_CRI_2021__XY__ce7f987932cf,-85.784427,10.421359,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c8ecc630108,SRC10_CRI_2021__XY__910e1347da90,-85.388533,10.429359,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c9068a9410c,SRC10_CRI_2021__XY__6575bd7d5016,-85.661335,10.099023,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c908ea3cf8c,SRC10_CRI_2021__XY__7b0f1879cc7e,-85.439302,10.450854,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c9bcc8e6dc0,SRC10_CRI_2021__XY__df0759fd0def,-85.427286,10.126327,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0c9eff1321bb,SRC10_CRI_2021__XY__7764402948cd,-85.512971,10.403457,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca33360b5cc,SRC10_CRI_2021__XY__ad04cdba8b4a,-85.502839,10.491584,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca3891cd716,SRC10_CRI_2021__XY__e86e57d9b782,-85.52739,10.282859,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca4f6d6de56,SRC10_CRI_2021__XY__8bb8a6eff88a,-85.255448,10.411809,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca64d768107,SRC10_CRI_2021__XY__6cdb46eab487,-85.242305,10.291191,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca6f42df914,SRC10_CRI_2021__XY__5137fd75761b,-85.692193,10.365159,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ca7d5d5ebda,SRC10_CRI_2021__XY__bf78e460a7a4,-85.553278,10.443573,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cab7767e3e8,SRC10_CRI_2021__XY__4be96800dbb8,-85.704504,10.299945,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cacba0ab0c6,SRC10_CRI_2021__XY__bc505c4c037c,-85.515274,10.443262,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cacc9510647,SRC10_CRI_2021__XY__c1b045bedb61,-85.538148,10.371966,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cae9da41d7c,SRC10_CRI_2021__XY__bef3b17eaea4,-85.7592,10.188812,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cb1a55c65dd,SRC10_CRI_2021__XY__d9d65975fd55,-85.420459,10.48593,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cb776ac5567,SRC10_CRI_2021__XY__22b336c29d44,-85.195316,10.369447,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cbbe1fdeedb,SRC10_CRI_2021__XY__b79531df5284,-85.508437,10.338323,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cbe34a4f34b,SRC10_CRI_2021__XY__9c662f2d9c1b,-85.387355,10.105421,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cc26e18229b,SRC10_CRI_2021__XY__62648fdc42b1,-85.259554,10.382833,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cc9436cdfb4,SRC10_CRI_2021__XY__15a5ef027642,-85.555333,10.432211,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cc97dd0bcaf,SRC10_CRI_2021__XY__9dbbacdc09b8,-85.689689,10.291578,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ccc27cf05ae,SRC10_CRI_2021__XY__744da52eea0d,-85.446873,10.260176,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ccf022f8f18,SRC10_CRI_2021__XY__416c771c7ec6,-85.571447,10.503155,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cda25dd0d2b,SRC10_CRI_2021__XY__c8c9d8038abf,-85.445253,10.367571,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cdcd77bdeb3,SRC10_CRI_2021__XY__e9399ccdaa51,-85.733666,10.518191,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cdcfbe8c280,SRC10_CRI_2021__XY__89922d6263bb,-85.473129,10.460352,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ce212351005,SRC10_CRI_2021__XY__4eaf691155b7,-85.449596,10.151544,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0ce5bc8b71d3,SRC10_CRI_2021__XY__85b8bada7a17,-85.452094,10.477341,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cece05f3a01,SRC10_CRI_2021__XY__e715c48086d2,-85.64225,10.219237,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cf2a625c6d0,SRC10_CRI_2021__XY__45fd92d37138,-85.592515,10.22988,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cfa65427e03,SRC10_CRI_2021__XY__69e605c78398,-85.379835,10.318401,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0cfb7a0f0d4d,SRC10_CRI_2021__XY__3d168a20285e,-85.26491,10.166416,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d047c977a10,SRC10_CRI_2021__XY__7c99cdcdffcf,-85.551579,10.526339,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d0606aee2d4,SRC10_CRI_2021__XY__59e06a473a49,-85.555706,10.507014,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d0e88344c49,SRC10_CRI_2021__XY__bff82b5e8dfc,-85.424583,10.464192,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d102fa0dff0,SRC10_CRI_2021__XY__14cd5998a87b,-85.526038,10.283618,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d10c49ee0f0,SRC10_CRI_2021__XY__e5e2cc1450b2,-85.805797,10.178607,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d1d4ebcf745,SRC10_CRI_2021__XY__de28bb6996a9,-85.722009,10.29159,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d24dea0a489,SRC10_CRI_2021__XY__b65df212f35e,-85.515239,10.436023,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d24e6c6d68c,SRC10_CRI_2021__XY__b03ff91d4727,-85.586101,10.253848,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d26abedbd87,SRC10_CRI_2021__XY__fb00f6891fe1,-85.613669,10.481241,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d27227355bf,SRC10_CRI_2021__XY__b6da5a1f9e23,-85.668524,10.387636,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d29988a2c81,SRC10_CRI_2021__XY__fc6a2c3775e6,-85.236233,10.357583,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d2c6f53eb7e,SRC10_CRI_2021__XY__f94a50e5d71f,-85.289374,10.532756,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d2ef259d0f7,SRC10_CRI_2021__XY__a293790832e4,-85.288277,10.177582,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d3bf1c3376f,SRC10_CRI_2021__XY__0987bb2efa66,-85.710777,10.544277,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d3d22cc6357,SRC10_CRI_2021__XY__54decba0e298,-85.497274,10.519343,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d408768457a,SRC10_CRI_2021__XY__39e4e765f650,-85.483224,10.362572,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4c19e3b2a7,SRC10_CRI_2021__XY__e1fbbe6eec5b,-85.689,10.161281,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4d3695e743,SRC10_CRI_2021__XY__5f923eccd496,-85.31139,10.154563,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4dff57df59,SRC10_CRI_2021__XY__3052d3135ea8,-85.497152,10.182726,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4e9150eed0,SRC10_CRI_2021__XY__d99c61156c28,-85.454917,10.152132,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4f207c31b5,SRC10_CRI_2021__XY__c4fabc40018a,-85.369179,10.348598,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4f887cc2a8,SRC10_CRI_2021__XY__182a73eb64a8,-85.234345,10.414305,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d4fe0b29439,SRC10_CRI_2021__XY__2b8fe28a73fc,-85.576863,10.090653,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d513e66709d,SRC10_CRI_2021__XY__f8ebcfb32686,-85.337901,10.19116,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021__XYY__0d5462558ad1,SRC10_CRI_2021__XY__e7d7a55c7205,-85.452134,10.26895,2021,1,1,1,1,Costa Rica,CRI,0
