source_csv,path,size_mb,selected_for_processing,n_columns_header,has_extract_id,has_month,has_n_obs_clean
pgbm_s2sr_monthly_s2cloudless_mapa_forestal_panama_src15_2021_s2sr_units_PAN_2021_SRC15_batch_001.csv,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/gee_exports/pgbm_s2sr_monthly_s2cloudless_mapa_forestal_panama_src15_2021_s2sr_units_PAN_2021_SRC15_batch_001.csv,81.565,True,48,True,True,True
