id_fuente,fuente_reporte,tipo_documentado,medio_obtencion,anios_documentados,pais_documentado,score_directitud,score_trazabilidad,score_consistencia_temporal_fuente,score_fuente_base,pct_anio_informado,pct_anio_consistente,n_nombre_inconsistente,n_tipo_inconsistente,n_pais_inconsistente,flag_fuente_anio_inconsistente,flag_fuente_pais_inconsistente,fuente,n_grupos_xy,n_registros_representados,score_temporal_fuente,score_tematico_fuente,score_espacial_fuente,score_espectral_fuente,score_representatividad_fuente,pct_conflicto_activo,pct_alerta_espectral_alta,pct_no_uso_directo,pct_entrenamiento,pct_validacion,pct_prueba,score_trazabilidad_documental,score_compatibilidad_pipeline,score_desempeno_fuente,score_aptitud_fuente,categoria_aptitud_fuente,categoria_uso_fuente_actividad_1_8
10,SINAC SRC10 2021,nueva_fuente,nueva_fuente_a3,2021-2021,Costa Rica,85.0,85.0,100.0,85.0,100.0,100.0,0,0,0,0,0,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",19455,19474,100.0,99.78267797481367,99.9023387304035,98.72988948856334,99.56900539707016,0.098,0.0,0.098,99.902,0.0,0.0,85.0,100,98.424,98.424,fuente_alta,fuente_prioritaria
