batch_id,country_code,year_ref,source_id,records,batch_csv
s2sr_units_CRI_2021_SRC10_batch_001,CRI,2021,10,19455,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/gee_input/batches/s2sr_units_CRI_2021_SRC10_batch_001.csv
