input_gpkg,input_layer,total_input_records,eligible_records,extract_units_lon_lat_year,redundant_extractions_avoided,thematic_conflict_units,batch_size,n_batches,output_base_dir,units_csv
/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/xy_groups/sinac_src10_2021_xy_groups_outputs.gpkg,sinac_src10_records_with_xy_groups,19474,19474,19455,19,19,50000,1,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/gee_input,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/gee_input/s2_sr_extract_units_sinac_src10_2021.csv
