xy_group_id,lon,lat,pais_grupo,estado_xy_subset,tipo_grupo_original,n_registros_original,n_registros_subset,n_registros,n_anios,anio_min,anio_max,distancia_minima_2020,incluye_2020,score_temporal,pais_dominante,id_fuente_dominante,fuente_dominante,tipo_fuente_dominante,detalle_tipo_fuente_dominante,nivel_0_dominante,nivel_1_dominante,nivel_2_dominante,valores_nivel_0,valores_nivel_1,valores_nivel_2,n_nivel0,n_nivel1,n_nivel2,conf_integrada_promedio_observada,n_conf_integrada_observada,n_fuentes,ids_fuente_presentes,fuentes_presentes,tipos_fuente_presentes,score_directitud_fuente_promedio,score_trazabilidad_fuente_promedio,score_temporal_metadata_fuente_promedio,score_fuente_promedio,score_fuente_minimo,score_fuente_maximo,n_fuentes_anio_inconsistente,n_fuentes_pais_inconsistente,pct_conf_integrada_observada,flag_confianza_imputada,score_confiabilidad_base,origen_score_confiabilidad,conf_integrada_promedio,incluye_2018_2022,n_extract_units_spectral,n_spectral_rows,spectral_severity_order_max,spectral_alert_count_sum,pct_extract_units_sin_alerta,pct_extract_units_alerta_baja,pct_extract_units_alerta_media,pct_extract_units_alerta_alta,pct_extract_units_baja_disponibilidad,pct_extract_units_sin_datos,pct_extract_units_revision_espectral,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_obs_mean_median,s2yr_cloudprob_median,s2yr_ndvi_mean,s2yr_ndvi_median,s2yr_ndvi8a_mean,s2yr_ndvi8a_median,s2yr_ndre_mean,s2yr_ndre_median,spectral_alert_level_max,score_espectral,n_registros_pais_clase,estado_pais_clase,tipo_conflicto,severidad_conflicto,score_prioridad_revision,score_espacial,flag_conflicto_activo,score_consistencia_clase,score_viabilidad_clase,flag_clase_residual,score_claridad_semantica,score_nivel_leyenda,score_tematico,score_confiabilidad,score_representatividad,score_fuente,score_aptitud_raw,score_cap,cap_reason,score_aptitud_total,categoria_aptitud_preliminar,categoria_uso_actividad_1_8,definicion_categoria_aptitud,accion_recomendada,razon_categoria_aptitud,id_nivel_0,nivel_0,id_nivel_1,nivel_1,id_nivel_2,nivel_2,Clase,GranClase,nombre_clase,nombre_gran_clase,class_value_original,class_name_original,geometry
SRC15_PAN_2021__XY__6a1aebbc709d,-82.070036,8.627461,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,Tierras Forestales,Bosque latifoliado y mixto,Latifoliado maduro húmedo,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,2,2,0.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,2.0,0.1666666666666666,2.5,0.854676864999262,0.854676864999262,0.8613236858932808,0.8613236858932808,0.5844256028674486,0.5844256028674486,media,15.0,3680,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,85.975,100.0,,85.975,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,41,Bosque latifoliado y mixto,411,Latifoliado maduro húmedo,411,41,Latifoliado maduro húmedo,Bosque latifoliado y mixto,1,Bosque latifoliado mixto maduro,POINT (-82.07003638730087 8.62746139708285)
SRC15_PAN_2021__XY__6a8b1b160f88,-82.388157,8.649049,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,9.0,27.0,2.25,2.0,0.5572452706491581,0.5792224763149298,0.5927483948391156,0.6386003280481137,0.3985783703032424,0.4214523018509729,media,45.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,87.875,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.38815661996534 8.649049291096569)
SRC15_PAN_2021__XY__6aa6abb638f9,-81.948949,8.351934,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,3.0,0.7822501545377116,0.8449449131801776,0.8064256892869132,0.8594626538270391,0.6000707134492664,0.6273278962495266,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-81.9489492568434 8.3519336955594)
SRC15_PAN_2021__XY__6abe89acf917,-82.350811,8.364331,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Artificializado y otra tierras,Otras tierras,Otros artificializado,Artificializado y otra tierras,Otras tierras,Otros artificializado,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,1,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,8.0,24.0,2.0,14.5,0.5286556463629586,0.5778918561498323,0.5590850282315949,0.6070488153653337,0.3918951822619941,0.4292378750887399,baja,80.0,164,moderado,,,0.0,100.0,0,100.0,80.0,1,60.0,100.0,86.0,84.75,85.0,85.0,90.425,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,10,Artificializado y otra tierras,12,Otras tierras,121,Otros artificializado,121,12,Otros artificializado,Otras tierras,29,Infraestructura,POINT (-82.35081090025277 8.36433137194253)
SRC15_PAN_2021__XY__6acfe167b764,-82.26692,8.39626,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,4.0,0.7725298564816163,0.7872696817420435,0.7852215106578823,0.8059957991216345,0.5437045762467464,0.5623945074173867,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.26692018919209 8.396260436692808)
SRC15_PAN_2021__XY__6aea87e3f235,-82.29701,8.567982,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Plantaciones forestales,Tierras Forestales,Otros arbóreo en tierras no agrícola,Plantaciones forestales,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,29.0,2.4166666666666665,4.75,0.7980778711521261,0.8071327070125179,0.8140359789748381,0.8247193830467736,0.5819150807340888,0.5902637213019327,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,442,Plantaciones forestales,442,44,Plantaciones forestales,Otros arbóreo en tierras no agrícola,8,Bosque plantado de latifoliadas,POINT (-82.29701022002968 8.567981531997965)
SRC15_PAN_2021__XY__6b71153e9d3b,-82.246401,8.369196,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Artificializado y otra tierras,Otras tierras,Otros artificializado,Artificializado y otra tierras,Otras tierras,Otros artificializado,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,1.9166666666666667,5.5,0.5354424808081535,0.5263681542493739,0.5751357618720084,0.5682976806033078,0.3993301036109876,0.3911333285766726,sin_alerta,100.0,164,moderado,,,0.0,100.0,0,100.0,80.0,1,60.0,100.0,86.0,84.75,85.0,85.0,93.425,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,10,Artificializado y otra tierras,12,Otras tierras,121,Otros artificializado,121,12,Otros artificializado,Otras tierras,29,Infraestructura,POINT (-82.24640092654889 8.369195927461657)
SRC15_PAN_2021__XY__6b92d2d3dd0b,-81.928613,8.392681,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,2.0,0.7660317087120163,0.8247401352966244,0.7879293744838327,0.8388004004983625,0.5439995130935247,0.5626636616229521,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-81.92861298071266 8.39268099271145)
SRC15_PAN_2021__XY__6bed3791dc27,-82.326155,8.457106,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.0,0.7909139009356421,0.8009588690498048,0.807929880898272,0.8200957852271695,0.5494441823886667,0.5635954365996103,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.32615542262108 8.457105940689688)
SRC15_PAN_2021__XY__6bf7bced0970,-81.972156,8.553109,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.25,0.7900403186776683,0.7965363273800636,0.8098708183808446,0.8130682980740433,0.5525826143956105,0.5547731449102229,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-81.97215611333364 8.553108559753591)
SRC15_PAN_2021__XY__6c1b9d7d4b28,-82.11983,8.564014,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,1.3333333333333333,3.5,0.7989647113667512,0.8116629587687928,0.8140288915721813,0.8225752293893558,0.6009319503426099,0.5892138405215184,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.11983038295772 8.564013961640844)
SRC15_PAN_2021__XY__6c211c9372b4,-82.003986,8.564332,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,1.6666666666666667,6.0,0.7533778520681153,0.7911344432090837,0.7651653316096783,0.7997819909337205,0.5114976907729122,0.537894884543815,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.00398597943062 8.564332247664113)
SRC15_PAN_2021__XY__6c2b9176adc5,-81.942274,8.408476,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,2.25,0.8456454944306244,0.864562258170177,0.8586014894230148,0.8777497985495567,0.5946270644744354,0.6061193653577381,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-81.94227441372777 8.408475914024688)
SRC15_PAN_2021__XY__6c38c1b54d61,-82.18478,8.260863,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.0,0.7151219903660586,0.7217536852853552,0.7435001797203856,0.7493313809494735,0.5388797374861942,0.5480430301534243,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-82.1847797455125 8.260862881986059)
SRC15_PAN_2021__XY__6c823ddfa8a1,-81.948581,8.198183,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Manglares,Manglares,Tierras Forestales,Manglares,Manglares,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,94.75,derivado_a3_sin_conf_integrada,94.75,1,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,11.0,30.0,2.5,4.0,0.7272531011528858,0.7211048538482168,0.746156701557689,0.7438144329896906,0.5212107885423165,0.521817363922627,media,45.0,1122,suficiente,,,0.0,100.0,0,100.0,100.0,0,100.0,100.0,100.0,94.75,100.0,85.0,90.475,100.0,,90.475,datos_para_entrenamiento,entrenamiento,Datos con alta aptitud multicriterio dentro del flujo A3 compatible con A1.,"Usar como núcleo de entrenamiento, aplicando balance por país, clase y fuente.",score_aptitud_total >= 85,40,Tierras Forestales,43,Manglares,430,Manglares,430,43,Manglares,Manglares,3,Bosque de mangle,POINT (-81.94858136412203 8.198182572974092)
SRC15_PAN_2021__XY__6cd868828d04,-81.903784,8.456049,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,Tierras Forestales,Otros arbóreo en tierras no agrícola,Regeneración forestal,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,4.333333333333333,7.0,0.8077964357896307,0.8103497462387312,0.82274195778245,0.8266561825296472,0.6006042658709104,0.6092879903973967,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,444,Regeneración forestal,444,44,Regeneración forestal,Otros arbóreo en tierras no agrícola,9,Rastrojo y vegetación arbustiva,POINT (-81.90378382882423 8.45604866227057)
SRC15_PAN_2021__XY__6ce310bf238b,-81.998678,8.265893,Panamá,xy_unico_en_subset,sin_conflicto,1,1,1,1,2021,2021,0,1,100.0,Panamá,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,MIAMBIENTE - Cultivos Mapa Panamá,Tierras Forestales,Otros arbóreo en tierras no agrícola,Plantaciones forestales,Tierras Forestales,Otros arbóreo en tierras no agrícola,Plantaciones forestales,1,1,1,0.0,0,1,15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,85.0,85.0,100.0,85.0,85.0,85.0,0,0,0.0,1,84.75,derivado_a3_sin_conf_integrada,84.75,1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.083333333333333,2.0,0.8183835346599733,0.8046303911211743,0.8347084108664937,0.8222284264345026,0.542989287232636,0.5429865740143565,sin_alerta,100.0,1781,suficiente,,,0.0,100.0,0,100.0,100.0,1,60.0,100.0,92.0,84.75,100.0,85.0,96.125,75.0,clase_residual,75.0,datos_para_validacion,validación,Datos con aptitud buena pero no máxima; pueden tener alguna condición menor o menor fortaleza relativa.,Usar preferentemente para validación estratificada o como complemento controlado del entrenamiento.,70 <= score_aptitud_total < 85,40,Tierras Forestales,44,Otros arbóreo en tierras no agrícola,442,Plantaciones forestales,442,44,Plantaciones forestales,Otros arbóreo en tierras no agrícola,8,Bosque plantado de latifoliadas,POINT (-81.99867806287055 8.265892551756826)
