id_fuente,fuente_reporte,tipo_documentado,medio_obtencion,anios_documentados,pais_documentado,score_directitud,score_trazabilidad,score_consistencia_temporal_fuente,score_fuente_base,pct_anio_informado,pct_anio_consistente,n_nombre_inconsistente,n_tipo_inconsistente,n_pais_inconsistente,flag_fuente_anio_inconsistente,flag_fuente_pais_inconsistente,fuente,n_grupos_xy,n_registros_representados,score_temporal_fuente,score_tematico_fuente,score_espacial_fuente,score_espectral_fuente,score_representatividad_fuente,pct_conflicto_activo,pct_alerta_espectral_alta,pct_no_uso_directo,pct_entrenamiento,pct_validacion,pct_prueba,score_trazabilidad_documental,score_compatibilidad_pipeline,score_desempeno_fuente,score_aptitud_fuente,categoria_aptitud_fuente,categoria_uso_fuente_actividad_1_8
15,MIAMBIENTE - Cultivos Mapa Panamá,nueva_fuente,nueva_fuente_a3,2021-2021,Panamá,85.0,85.0,100.0,85.0,100.0,100.0,0,0,0,0,0,MIAMBIENTE - Cultivos Mapa Panamá,12551,12551,100.0,98.206676758824,100.0,96.31941677953948,98.62560752131304,0.0,0.598,16.262,83.738,16.078,0.0,85.0,100,94.218,94.218,fuente_alta,fuente_prioritaria
