target_year,window_start,window_end,n_registros_ventana,n_grupos_xy_ventana,n_fuentes,n_paises,confidence_pipeline_version,confidence_input_scale_config,confidence_scale_detected,confidence_neutral_score,n_records_confidence_observed,n_records_confidence_missing,pct_records_confidence_observed,n_confidence_distinct_observed,confidence_observed_min,confidence_observed_max,n_xy_confidence_observed,n_xy_confidence_imputed,pct_xy_confidence_observed,pct_xy_confidence_imputed,max_imputed_xy_pct_allowed,source_pipeline_version,source_catalog_file,source_catalog_rows,source_catalog_unique_ids,source_weight_directness,source_weight_traceability,source_weight_temporal_metadata,n_source_ids_observed,n_source_ids_uncatalogued,source_ids_uncatalogued,n_source_records_name_mismatch,n_source_records_type_mismatch,n_source_records_country_mismatch,n_source_records_year_missing,n_source_records_year_inconsistent,n_source_scores_distinct,source_score_min,source_score_max,n_xy_source_scored,pct_xy_source_scored,n_xy_source_scores_distinct,xy_source_score_min,xy_source_score_max,n_active_source_ids_in_xy,spectral_file,spectral_layer,spectral_status,spectral_join_key,n_spectral_units_loaded,n_spectral_xy_loaded,n_xy_groups_joined_spectral,n_xy_groups_missing_spectral,spectral_xy_coverage_pct,deduplication_rule
2021,2021,2021,12551,12551,1,1,A3_A1_compatible_without_observed_conf_integrada,derivado_a3_sin_conf_integrada,derived_0_100,94.75,0,12551,0.0,0,0.0,0.0,0,12551,0.0,100.0,100.0,A3_A1_compatible,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/config/a3_auditorias_nuevas_fuentes/caso_panama_v2/config_mapa_forestal_panama_2021_a1.yaml,1,1,1.0,1.0,1.0,1,0,,0,0,0,0,0,1,85.0,85.0,12551,100.0,1,85.0,85.0,1,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/spectral_class_audit/s2sr_spectral_class_audit_mapa_forestal_panama_src15_2021_outputs.gpkg,xy_group_spectral_audit,joined,xy_group_id,12551,12551,12551,0,100.0,xy_group_id
