original_record_row_id,extract_id,id_registro,id_muestra_original,xy_group_id,xy_year_group_id,xy_class_group_id,Longitud,Latitud,Pais_es,Pais_cod3,Fuente,id_fuente,Año,Clase,GranClase,nombre_clase,nombre_gran_clase,n_records_extract_unit,s2_n_month_rows,s2_year_ref,s2_year_extraction,s2yr_months_obs,s2yr_months_zero_obs,s2yr_obs_total,s2yr_obs_mean,s2yr_obs_median,s2yr_cloudprob_median,s2yr_cloudprob_mean,s2yr_ndvi_mean,s2yr_ndvi_median,s2yr_ndvi_min,s2yr_ndvi_max,s2yr_ndvi8a_mean,s2yr_ndvi8a_median,s2yr_ndvi8a_min,s2yr_ndvi8a_max,s2yr_ndre_mean,s2yr_ndre_median,s2yr_ndre_min,s2yr_ndre_max,n_records_same_extract_id,n_unique_class_code_extract_unit,n_unique_class_group_code_extract_unit,class_codes_extract_unit,class_names_extract_unit,class_group_codes_extract_unit,class_group_names_extract_unit,flag_context_multiple_records_extract_unit,flag_context_multiple_class_code,flag_context_multiple_class_group_code,flag_context_thematic_conflict,audit_country,audit_country_code,audit_source,audit_source_id,audit_year,audit_class_code,audit_class_group_code,audit_class_name,audit_class_group_name,expected_signal_group,flag_no_spectral_data,flag_low_months_obs,flag_low_total_obs,flag_high_cloudprob,class_rule_alert_level,class_rule_reason,flag_class_rule_high,flag_class_rule_medium,flag_class_rule_triggered,flag_ndvi_rare_by_class_year,flag_ndre_rare_by_class_year,ndvi_class_iqr_low,ndvi_class_iqr_high,ndre_class_iqr_low,ndre_class_iqr_high,flag_rare_spectral_value,flag_conflict_and_rare,flag_conflict_and_class_rule,spectral_alert_count,spectral_alert_level,recommended_action,main_alert_reason,flag_spectral_class_review,flag_spectral_priority,audit_scope,audit_interpretation
540,S2SR_llenado_SRC10_000005638,SRC10_0000540,1143,SRC10_CRI_2021_A1__XY__8e8db5ded2cc,SRC10_CRI_2021_A1__XYY__190fd1f85e20,SRC10_CRI_2021_A1__XYC__0edf3f0c1541,-85.581416,10.261867,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,16,1.3333333333333333,1.0,9.0,9.227272727272727,-0.044793718884948965,-0.0493991989319091,-0.0735268473816783,0.0214364676098922,-0.02839219066512162,-0.0185481593070332,-0.0920225091029461,0.0479509820533789,-0.046759230996967945,-0.0439328625149042,-0.1053489889106328,0.0389884841485237,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,True,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
639,S2SR_llenado_SRC10_000005395,SRC10_0000639,1242,SRC10_CRI_2021_A1__XY__4d0860648943,SRC10_CRI_2021_A1__XYY__539ec27a419a,SRC10_CRI_2021_A1__XYC__43a7df12124d,-85.585828,10.266764,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,12,0,32,2.6666666666666665,2.0,22.5,22.125,0.006038806093541666,0.0008340602583325499,-0.0954022988505747,0.1136989027938671,-0.005598088172084507,-0.008311649338529799,-0.1352207623053974,0.1041737630305058,-0.013449735058632034,-0.01070702782796205,-0.1091539525505474,0.0853947020026959,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
739,S2SR_llenado_SRC10_000005147,SRC10_0000739,1342,SRC10_CRI_2021_A1__XY__9455b24e4b5e,SRC10_CRI_2021_A1__XYY__f8d68007ebdd,SRC10_CRI_2021_A1__XYC__cca4407b39e8,-85.590564,10.27312,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,21,1.75,2.0,3.0,5.2727272727272725,-0.036612239546699614,-0.0497324304700812,-0.0651731752673175,0.1105376344086021,-0.04265485592954009,-0.0532455899111816,-0.0765571315302616,0.0370197904540162,-0.04117292662417369,-0.0519804919845887,-0.0823045267489712,0.0283999076425767,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,True,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
1710,S2SR_llenado_SRC10_000004495,SRC10_0001710,2667,SRC10_CRI_2021_A1__XY__8d2c0078eb6b,SRC10_CRI_2021_A1__XYY__81eecaa981d4,SRC10_CRI_2021_A1__XYC__ac97eaa5a54f,-85.610114,10.505639,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,12,0,39,3.25,3.0,4.5,4.958333333333333,0.034113846740041885,0.0299090353221037,-0.0091428571428571,0.1227591148208964,0.03738441434652436,0.04041398265501035,-0.0220463538722442,0.1175828968455848,-0.03890302817752199,-0.039000664508929694,-0.082903981264637,0.0066508476575083,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
2099,S2SR_llenado_SRC10_000003287,SRC10_0002099,3056,SRC10_CRI_2021_A1__XY__0393ee09cc8e,SRC10_CRI_2021_A1__XYY__73a4904f13fc,SRC10_CRI_2021_A1__XYC__caed7fdebcc4,-85.665795,10.538185,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,12,1.0,1.0,15.5,16.0,-0.01116458462263473,-0.013846842916066799,-0.0512358017511497,0.0324725134236767,0.0056651302971648726,0.00301312560843295,-0.0227073428675183,0.0473313192346425,0.0050622658078127,-0.0006869139960578,-0.0390545863815419,0.0409107969473289,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
2221,S2SR_llenado_SRC10_000002477,SRC10_0002221,3178,SRC10_CRI_2021_A1__XY__865739576b13,SRC10_CRI_2021_A1__XYY__3b6a3421e58a,SRC10_CRI_2021_A1__XYC__300acbcae86b,-85.694206,10.545247,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,25,2.0833333333333335,2.0,22.5,23.454545454545453,-0.07747839051018773,-0.0723914235651324,-0.1257406188281764,-0.0531716417910447,-0.030556301883938927,-0.032552553490348,-0.077647792037738,0.0308641975308641,-0.06558942921277712,-0.0772493967163172,-0.1056271350864924,0.0276923076923076,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,True,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
2881,S2SR_llenado_SRC10_000005357,SRC10_0002881,4059,SRC10_CRI_2021_A1__XY__bc0b98133f3d,SRC10_CRI_2021_A1__XYY__15c979ba0914,SRC10_CRI_2021_A1__XYC__c6b4326096ff,-85.587042,10.407078,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,27,2.25,2.0,6.75,7.2,0.004069402191656403,0.0071200996934393,-0.0155688622754491,0.0189821182943603,-0.018889276311456565,-0.0160080700621675,-0.0594793891269718,0.0122948481719595,-0.008255588967584021,-0.01042077123447565,-0.0701267448995244,0.0450606585788561,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
3496,S2SR_llenado_SRC10_000000980,SRC10_0003496,4709,SRC10_CRI_2021_A1__XY__7ebde0eeed2a,SRC10_CRI_2021_A1__XYY__0e76009c8f98,SRC10_CRI_2021_A1__XYC__d7606a6ecbfb,-85.77478,10.368684,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,12,0,41,3.4166666666666665,4.0,8.25,9.708333333333334,0.046601584401261886,0.04652925470511085,0.0286266297512359,0.0645717570415788,0.04557352852028266,0.048819781414626395,-0.0137677833868747,0.0903225806451612,-0.0055685631807108,0.0019893487949540004,-0.0636165577342048,0.0387838627947768,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
3506,S2SR_llenado_SRC10_000000952,SRC10_0003506,4719,SRC10_CRI_2021_A1__XY__3ecae5ff8313,SRC10_CRI_2021_A1__XYY__4d2514983127,SRC10_CRI_2021_A1__XYC__d2d71827f584,-85.776271,10.369422,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,6,6,10,0.8333333333333334,0.5,4.5,4.666666666666667,-0.015267439777342568,-0.0099729316812663,-0.0522697641341708,0.0169106511862695,-0.02928873741585825,-0.0317169856252894,-0.0520179133733711,-0.0038659793814433,-0.014984836710814383,-0.0202333588752181,-0.0605178659960733,0.0393976065617856,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
3563,S2SR_llenado_SRC10_000000455,SRC10_0003563,4789,SRC10_CRI_2021_A1__XY__7bd149f37471,SRC10_CRI_2021_A1__XYY__e4343f3f7e8d,SRC10_CRI_2021_A1__XYC__c30af2d469f4,-85.797772,10.403949,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,15,1.25,1.0,4.0,8.4,-0.0035071090574951393,-0.018199214981381148,-0.0602287680939366,0.1425274091171379,-0.02757382421303159,-0.0488380961259037,-0.093205302160526,0.1452401495542133,-0.015638737197878387,-0.0258135618988329,-0.0831165432361758,0.1076495132127954,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
3754,S2SR_llenado_SRC10_000018516,SRC10_0003754,7396,SRC10_CRI_2021_A1__XY__85eeb4449fd5,SRC10_CRI_2021_A1__XYY__36b165af4aaf,SRC10_CRI_2021_A1__XYC__7b9c8345522f,-85.219375,10.211536,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,12,0,40,3.3333333333333335,3.5,4.25,5.375,0.101540022109185,0.114846527182233,-0.0556094051530716,0.2528753081831562,0.16577172379101604,0.1612660288020245,0.0486653284273533,0.3633187548476468,-0.01947344542841661,-0.0561983207606567,-0.1030857251915115,0.1139705882352941,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
4299,S2SR_llenado_SRC10_000011950,SRC10_0004299,8851,SRC10_CRI_2021_A1__XY__afdaf778778a,SRC10_CRI_2021_A1__XYY__64e49eea5d50,SRC10_CRI_2021_A1__XYC__181cc5a44b6d,-85.453308,10.143631,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,19,1.5833333333333333,1.0,6.5,11.25,0.0001969748410652297,-0.020205683223124903,-0.0484840016766801,0.106283422459893,0.03376518851205036,0.008645454077573334,-0.057832025573961,0.2733695652173913,-0.009907056548391802,-0.02273242243461995,-0.0974609183785252,0.1762048192771085,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
4491,S2SR_llenado_SRC10_000011820,SRC10_0004491,9043,SRC10_CRI_2021_A1__XY__b6c90cf7b57a,SRC10_CRI_2021_A1__XYY__60c04f28398e,SRC10_CRI_2021_A1__XYC__8f574f316f7e,-85.455409,10.15279,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,34,2.8333333333333335,2.5,5.5,7.045454545454546,0.045085475914560115,0.0393700787401575,0.0317474393060135,0.0662499762627537,0.05795538451228135,0.0554621848739496,-0.0025368779380774,0.1239109390125847,0.007958670529506317,-0.0016168316318598,-0.0280561122244489,0.0445394759176131,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5544,S2SR_llenado_SRC10_000010736,SRC10_0005544,11111,SRC10_CRI_2021_A1__XY__b8157d040396,SRC10_CRI_2021_A1__XYY__a8086a7b11f3,SRC10_CRI_2021_A1__XYC__786de0df57e3,-85.47656,10.417203,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,25,2.0833333333333335,2.5,9.0,12.3,0.00669343562834337,0.01681262071944625,-0.0585002676432964,0.0351188364668321,0.05779116811755243,0.08448242370486195,-0.049891103674776,0.1188856494978944,-0.00935131437512309,-0.00862985616296635,-0.0444407731703287,0.0226006517397245,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5550,S2SR_llenado_SRC10_000010618,SRC10_0005550,11117,SRC10_CRI_2021_A1__XY__d03436288ede,SRC10_CRI_2021_A1__XYY__028f55008c3f,SRC10_CRI_2021_A1__XYC__237cd0081b32,-85.479171,10.418355,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,9,3,16,1.3333333333333333,1.0,4.0,4.333333333333333,-0.06084877368998624,-0.0571255537153944,-0.0916041342205861,0.0041095890410958,-0.04827194660653169,-0.0511225939974024,-0.0963087248322146,0.033458896521161,-0.05208373143745063,-0.0506270722012718,-0.0978224455611389,0.0504504504504504,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,True,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5551,S2SR_llenado_SRC10_000010662,SRC10_0005551,11118,SRC10_CRI_2021_A1__XY__ce9afb7dac66,SRC10_CRI_2021_A1__XYY__e7e9e73af178,SRC10_CRI_2021_A1__XYC__359ef0c41078,-85.477576,10.41942,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,8,4,14,1.1666666666666667,1.0,4.0,10.375,0.0007808259469978785,-0.0096319230949983,-0.057807627728472,0.1626698641087129,0.021902296556087074,0.0098209855546645,-0.0592049957968055,0.2242177374560266,0.005704597379349467,-0.0067242373265162265,-0.0791113200893382,0.2037138175860185,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5601,S2SR_llenado_SRC10_000013440,SRC10_0005601,11168,SRC10_CRI_2021_A1__XY__4f40bc77c836,SRC10_CRI_2021_A1__XYY__e8d0af4ce477,SRC10_CRI_2021_A1__XYC__50548ec67450,-85.411236,10.486575,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,10,2,26,2.1666666666666665,3.0,7.0,9.3,-0.0093555523332038,-0.01232946346582705,-0.041365725541694,0.0356393259310456,0.0086337951045147,0.0208245291527419,-0.1166059344091619,0.0753338197496035,-0.0027069653870281894,-0.0046698842466197,-0.083569596327798,0.0618029625406379,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5602,S2SR_llenado_SRC10_000013411,SRC10_0005602,11169,SRC10_CRI_2021_A1__XY__be607c5b63b7,SRC10_CRI_2021_A1__XYY__be8cb11f7512,SRC10_CRI_2021_A1__XYC__2fc87a649577,-85.412061,10.486927,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,32,2.6666666666666665,2.5,14.0,13.681818181818182,-0.02333133226461959,-0.0143458473600337,-0.0722548833681016,0.0047120418848167,-0.03414404515004398,-0.0241935483870967,-0.1134304844426939,0.0479390681003584,-0.03947605785864936,-0.0380750925436277,-0.1241245136186769,0.0279321983792171,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5603,S2SR_llenado_SRC10_000013410,SRC10_0005603,11170,SRC10_CRI_2021_A1__XY__261490461456,SRC10_CRI_2021_A1__XYY__df17f29ee2a8,SRC10_CRI_2021_A1__XYC__d1dd29f30b8d,-85.412079,10.487754,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,11,1,34,2.8333333333333335,3.0,15.0,15.454545454545455,-0.02767403010490804,-0.0221318937096256,-0.0624712907671107,-0.0075286415711947,0.055346671707621316,0.0538949275362319,-0.0501345072144778,0.1288344566530604,-0.02458294617392931,-0.0172224257969952,-0.0653113087674714,0.021090909090909,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
5648,S2SR_llenado_SRC10_000017342,SRC10_0005648,11215,SRC10_CRI_2021_A1__XY__fb29b771146f,SRC10_CRI_2021_A1__XYY__e8a18e87661b,SRC10_CRI_2021_A1__XYC__3bf79dd6210e,-85.252771,10.517441,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,1,12,2021.0,2021.0,12,0,37,3.0833333333333335,3.0,8.0,9.75,-0.0033984345315799212,-0.00722868154145705,-0.0269343780607247,0.0368582711715664,0.018935234885084296,0.0135498292674088,-0.0215456674473068,0.0760843801848779,0.0063660172762021175,0.00021919538491559998,-0.03515625,0.0692416391898257,1,1,1,16,Edificaciones,16,Edificaciones,0,0,0,0,Costa Rica,CRI,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",10,2021,16,16,Edificaciones,Edificaciones,no_vegetacion_esperada,0,0,0,0,none,Señal compatible con edificaciones o mezcla urbana esperada,0,0,False,False,True,-0.04217426896011878,1.0390216035576985,0.0027847511253726864,0.7399588758649038,1,0,0,1,media,Revisar en control de calidad temático/espectral,rareza_espectral_por_clase_anio,1,1,Auditoría espectral preliminar SRC10 2021,Alerta exploratoria; no constituye validación temática definitiva
