timestamp,input_gpkg,input_layer,output_gpkg,records,xy_groups,xy_year_groups,xy_class_groups,id_namespace,coordinate_precision
2026-07-16 00:27:19,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_SINAC/homologacion_a1/sinac_src10_2021_homologado_a1.gpkg,sinac_src10_2021_homologado_a1,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_SINAC/xy_groups/sinac_src10_2021_xy_groups_outputs.gpkg,19474,19455,19455,19474,SRC10_CRI_2021_A1,6
