xy_year_group_id,xy_group_id,lon,lat,year_ref,records,n_class_codes,n_class_group_codes,n_sources,country,country_code,has_thematic_conflict
SRC10_CRI_2021_A1__XYY__015a1a26fe17,SRC10_CRI_2021_A1__XY__4eacfee793c3,-85.527003,10.416924,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__015a30447be9,SRC10_CRI_2021_A1__XY__2c5912e0731a,-85.555597,10.485297,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__015c7a76b5da,SRC10_CRI_2021_A1__XY__caa8755443cb,-85.254409,10.148753,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__016a8cc1314b,SRC10_CRI_2021_A1__XY__0cdc324f7811,-85.602423,10.123176,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__016d32632e80,SRC10_CRI_2021_A1__XY__d464bae4a179,-85.44706,10.3012,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__016f9aa22046,SRC10_CRI_2021_A1__XY__97d05c16c985,-85.536576,10.48177,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0175711013bf,SRC10_CRI_2021_A1__XY__2df9f9ec879f,-85.589038,10.54943,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__017ed7ef25a4,SRC10_CRI_2021_A1__XY__06e33442a381,-85.400074,10.092382,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__017f674aa620,SRC10_CRI_2021_A1__XY__ebee76a06fa5,-85.52875,10.272955,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__018397ad8b98,SRC10_CRI_2021_A1__XY__aba6a0a2c2d4,-85.682221,10.509451,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__018745ef3ff5,SRC10_CRI_2021_A1__XY__290472aaa1e8,-85.766965,10.147599,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0187bd372630,SRC10_CRI_2021_A1__XY__a1c9f07d4619,-85.427628,10.391964,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0189331535a9,SRC10_CRI_2021_A1__XY__a93fce81ea40,-85.49216,10.466296,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01905da88be6,SRC10_CRI_2021_A1__XY__03e1cb74f536,-85.220877,10.206802,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01931eb1ceb7,SRC10_CRI_2021_A1__XY__4bf2b7c70e3a,-85.692635,10.447197,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__019855943b61,SRC10_CRI_2021_A1__XY__45302929f33b,-85.716271,10.133391,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01aa54d76583,SRC10_CRI_2021_A1__XY__5336e490b3bc,-85.210999,10.553321,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01aa72ff5c02,SRC10_CRI_2021_A1__XY__3f60eb40ac3f,-85.482517,10.089379,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01ab65ce5eb3,SRC10_CRI_2021_A1__XY__c3e9abc0e789,-85.425811,10.140228,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01ae5f66f344,SRC10_CRI_2021_A1__XY__c017472cf8ff,-85.469522,10.249686,2021,1,1,1,1,Costa Rica,CRI,0
