timestamp,input_gpkg,input_layer_original_annual,input_layer_units_annual,output_gpkg,n_original_records,n_extract_units,n_priority_original_records,pct_priority_original_records,n_rare_spectral_records,pct_rare_spectral_records,n_low_availability_records,pct_low_availability_records,n_class_country_year_rows,n_class_country_rows,min_valid_months,min_total_obs,cloud_prob_high,ndvi_low_for_vegetation,ndre_low_for_vegetation,ndvi_high_for_nonvegetation,min_group_size_for_rareness,iqr_factor
2026-05-19 15:25:16,C:\Users\jesus\OneDrive\Ejercicio 7\Documents\Work\CR\Github\PGBM_actividad_1_diagnostico\data\processed\s2_sr_original_records_with_spectral\puntos_s2_sr_2018_2022_s2sr_join_outputs.gpkg,original_records_s2sr_annual,extract_units_s2sr_annual,C:\Users\jesus\OneDrive\Ejercicio 7\Documents\Work\CR\Github\PGBM_actividad_1_diagnostico\data\processed\s2_sr_spectral_class_audit\s2sr_spectral_class_audit_outputs.gpkg,1195911,1185946,508171,42.492,42280,3.535,336819,28.164,295,159,4,4,60,0.35,0.08,0.55,20,1.5
