xy_group_id,n_extract_units_spectral,n_spectral_rows,spectral_severity_order_max,spectral_alert_count_sum,pct_extract_units_sin_alerta,pct_extract_units_alerta_baja,pct_extract_units_alerta_media,pct_extract_units_alerta_alta,pct_extract_units_baja_disponibilidad,pct_extract_units_sin_datos,pct_extract_units_revision_espectral,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_obs_mean_median,s2yr_cloudprob_median,s2yr_ndvi_mean,s2yr_ndvi_median,s2yr_ndvi8a_mean,s2yr_ndvi8a_median,s2yr_ndre_mean,s2yr_ndre_median,spectral_alert_level_max,score_espectral
SRC15_PAN_2021__XY__00019da5cde3,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,1.8333333333333333,4.0,0.8003968961762208,0.813847160276968,0.8160396471543194,0.8299224680020538,0.5677031388003325,0.5756797259687433,sin_alerta,100.0
SRC15_PAN_2021__XY__0001d7cc6556,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,3.0,0.730464669676698,0.7295816300538378,0.7447491146802536,0.7461370049440772,0.4752007664660848,0.4753944602639313,sin_alerta,100.0
SRC15_PAN_2021__XY__00034e4ad497,1,1,1,1,0.0,100.0,0.0,0.0,100.0,0.0,100.0,1.0,4.0,0.3333333333333333,5.0,0.8366996736031731,0.8366996736031731,0.8427882733535801,0.8427882733535801,0.6020673913450205,0.6020673913450205,baja,50.0
SRC15_PAN_2021__XY__00038a876682,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,3.0,0.8471816445345294,0.851071064263856,0.8625457682429182,0.8699910952804988,0.6145867557858842,0.5959419880687433,sin_alerta,100.0
SRC15_PAN_2021__XY__00051c2946df,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,1.6666666666666667,2.5,0.7906514167579127,0.8025343196142776,0.8058426238704749,0.8139076687624471,0.5686652500111036,0.5582553072883127,sin_alerta,100.0
SRC15_PAN_2021__XY__000e2383eb76,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,1.6666666666666667,6.0,0.6995993155647662,0.7021706208985361,0.7292017967042309,0.7351885098743267,0.49633308661868614,0.5098613552040617,sin_alerta,100.0
SRC15_PAN_2021__XY__0016234620a5,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,20.0,0.3546194897921938,0.3523395609175093,0.383829770203169,0.3969292725899823,0.24142052457619348,0.2388392857142857,sin_alerta,100.0
SRC15_PAN_2021__XY__001deb4f302f,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,3.9166666666666665,4.75,0.6120799797580543,0.6573299215835452,0.6418052859110495,0.6864372153326987,0.4127137099104532,0.4546206503076812,sin_alerta,100.0
SRC15_PAN_2021__XY__002679e06fcc,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,3.0,0.7933724371715586,0.8138847858197932,0.8098871961009761,0.8177168100441757,0.6053646788730692,0.5994061459658009,sin_alerta,100.0
SRC15_PAN_2021__XY__0026e9014fbc,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,6.5,0.6937931544916165,0.6964090046786927,0.7213845379926361,0.7128853049543795,0.4856925157450648,0.4796770262195747,sin_alerta,100.0
SRC15_PAN_2021__XY__002733c8d152,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,4.5,0.7948466423947335,0.8135346433752937,0.8099274108408503,0.8252257315911278,0.5486498178629213,0.5631899602430692,sin_alerta,100.0
SRC15_PAN_2021__XY__002fdd202980,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,31.0,2.5833333333333335,6.5,0.8153060784007622,0.8485981308411216,0.8312549689233127,0.8604651162790699,0.5798626527433891,0.602909090909091,sin_alerta,100.0
SRC15_PAN_2021__XY__003157b68fa4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,1.75,6.0,0.5947585869453226,0.6390764695782352,0.629554667219277,0.6682920550185045,0.41268629439034754,0.4420900629595401,sin_alerta,100.0
SRC15_PAN_2021__XY__003d20fc90ea,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,2.25,4.0,0.8106565197746691,0.8340875795384723,0.8259607747056655,0.8463538798324217,0.5019482889920385,0.5107797594182006,sin_alerta,100.0
SRC15_PAN_2021__XY__003da952fd4f,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.8333333333333334,5.5,0.7588174364500018,0.7924581797561666,0.7746722386645144,0.8141188420518028,0.5074559079095111,0.5148173673328739,sin_alerta,100.0
SRC15_PAN_2021__XY__003ded4b955d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,2.0,0.7580842664057545,0.7581101204275001,0.7733631442456402,0.7787450902251327,0.538661454838323,0.548849329812288,sin_alerta,100.0
SRC15_PAN_2021__XY__003e88b10d18,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,2.25,8.5,0.7286276859003965,0.7618792072041604,0.7487578226820055,0.7834891715362429,0.5138970158098046,0.54222502407299,sin_alerta,100.0
SRC15_PAN_2021__XY__004651345b45,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,2.0,0.8487864863844164,0.8777292576419214,0.8618214258766287,0.8896969696969698,0.5926824099696409,0.6159779194915983,sin_alerta,100.0
SRC15_PAN_2021__XY__0049d786241a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,4.5,0.6938495184296969,0.7510621348911313,0.7247476954140389,0.7742701802767402,0.47368438105022537,0.4979437971213159,sin_alerta,100.0
SRC15_PAN_2021__XY__0056a882200d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,2.25,3.0,0.5281801796816983,0.5592105263157894,0.5712794448730878,0.5967399016554668,0.3583034550597693,0.3728813559322033,sin_alerta,100.0
SRC15_PAN_2021__XY__005d55719b1d,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,9.0,29.0,2.4166666666666665,2.0,0.5957349636156478,0.6451861360718871,0.630482664260669,0.6655996060083722,0.3891416534355783,0.4041934814199709,media,45.0
SRC15_PAN_2021__XY__0062b1d3c76a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,2.1666666666666665,4.0,0.7303394998474156,0.7755344418052258,0.75297058086426,0.7935930105569713,0.5118245241824816,0.5408913213448006,sin_alerta,100.0
SRC15_PAN_2021__XY__006533943e22,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,2.5,7.0,0.6115334870360462,0.5975895547371944,0.6469134393565774,0.6315479693937611,0.4047056763985319,0.3985060338825713,sin_alerta,100.0
SRC15_PAN_2021__XY__0068232d9ec7,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2.4166666666666665,4.5,0.78825482015945,0.7757876882622823,0.8048466743813946,0.79887836008509,0.5407471962527559,0.5391112186791982,sin_alerta,100.0
SRC15_PAN_2021__XY__006cfff07282,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1.8333333333333333,2.0,0.5240535235453171,0.5836840401424409,0.5595677068628995,0.6156604901374775,0.35932842817019706,0.3868650590046178,sin_alerta,100.0
SRC15_PAN_2021__XY__006d51e26a18,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,2.25,5.0,0.6330836301235263,0.6244963738920225,0.6669681857297548,0.6491377474984034,0.4292939179087204,0.4189693801344286,sin_alerta,100.0
SRC15_PAN_2021__XY__00710858a148,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,2.4166666666666665,2.5,0.6879345184965475,0.7980259932046172,0.7215078182181585,0.8125106300526389,0.4965599298443491,0.5651348139171773,sin_alerta,100.0
SRC15_PAN_2021__XY__00723cbf2013,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,4.0,0.8498332446432322,0.8797119205217275,0.861845539482338,0.8849772734673873,0.6363734347653882,0.6476167905736487,sin_alerta,100.0
SRC15_PAN_2021__XY__007e60cf6323,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,5.5,0.8432128598234427,0.8618781294460972,0.8564582815032932,0.8775320646328095,0.6298835069680002,0.6506655139525399,sin_alerta,100.0
SRC15_PAN_2021__XY__00816e8dd4be,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,1.9166666666666667,5.5,0.7829630742130187,0.8236472945891784,0.7970608845939052,0.8329219669641161,0.5649196734725996,0.5807279134630685,sin_alerta,100.0
SRC15_PAN_2021__XY__00868ce41f18,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,1.0,-0.5366903140753485,-0.528735632183908,-0.6331038754653334,-0.6419753086419753,-0.627373010446602,-0.6305732484076433,sin_alerta,100.0
SRC15_PAN_2021__XY__0086baedf968,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,1.9166666666666667,7.5,0.709670297055536,0.768822051203269,0.7328465199617601,0.7902481304840526,0.49122776326045503,0.5278663209466887,sin_alerta,100.0
SRC15_PAN_2021__XY__00880fc52e80,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,2.5,4.75,0.7300917804032089,0.733148451646043,0.7555724350079875,0.7580558705198663,0.501942942055868,0.5141333351523125,sin_alerta,100.0
SRC15_PAN_2021__XY__008a909b66c8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,5.5,0.6659132207933909,0.7102976056076298,0.695266046929836,0.7309375463581071,0.46584573272211494,0.4860872334316901,sin_alerta,100.0
SRC15_PAN_2021__XY__00acdd9c5067,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,3.0,0.6727788824970412,0.6660117878192534,0.6960077556670345,0.6856010568031704,0.4650679541868079,0.4473561066916238,sin_alerta,100.0
SRC15_PAN_2021__XY__00acf002cbc1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,3.0,0.6717837831947683,0.6805550652210297,0.6945901185212686,0.704362360663634,0.4583639941889815,0.4555810911705461,sin_alerta,100.0
SRC15_PAN_2021__XY__00b192df7271,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,2.3333333333333335,3.0,0.5421026084314245,0.5603981705676622,0.5737108721639774,0.591589861751152,0.3730428160014649,0.3936948297604035,sin_alerta,100.0
SRC15_PAN_2021__XY__00b632d0440d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,2.5833333333333335,6.5,0.8186043010742423,0.8568589885856732,0.830994682182004,0.8670553359886894,0.5731193635449588,0.594260833671366,sin_alerta,100.0
SRC15_PAN_2021__XY__00b64a53cd1a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,3.5,0.8603781287435205,0.8633720930232557,0.8697676159419545,0.8726622025588312,0.6334613031676732,0.6288840262582057,sin_alerta,100.0
SRC15_PAN_2021__XY__00be71290d60,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,2.5,0.8061746246971653,0.809414466130884,0.825379171479321,0.8215053763440859,0.6085645231731674,0.6049157942649067,sin_alerta,100.0
SRC15_PAN_2021__XY__00c56356214f,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,3.5,0.6414155136163872,0.6585806616029917,0.6679143274527429,0.6893246712724055,0.4731025356965313,0.49288665348389105,sin_alerta,100.0
SRC15_PAN_2021__XY__00c949bbf2ef,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,48.0,4.0,3.0,0.6273970714085033,0.6584548075242983,0.6573213542946524,0.685135835914173,0.4421848496338193,0.4531807864915336,sin_alerta,100.0
SRC15_PAN_2021__XY__00d16141cb78,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,1.5833333333333333,3.0,0.7766059032483134,0.7891642442686921,0.7956363170981068,0.8071874119991955,0.5394623764325238,0.5358575974423404,sin_alerta,100.0
SRC15_PAN_2021__XY__00d784d99163,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,18.0,0.522016159071047,0.5224206786475134,0.5585801697140366,0.5610047846889952,0.41590931917505175,0.411018691588785,sin_alerta,100.0
SRC15_PAN_2021__XY__00dd58313749,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,2.1666666666666665,4.0,0.7025248913741738,0.7093098258439046,0.7332264258597639,0.7355759827889693,0.5138444831338577,0.5125276972899268,sin_alerta,100.0
SRC15_PAN_2021__XY__00dd81000a57,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,2.0,0.8080160174253657,0.8423606689902912,0.8219787750521108,0.8529477551290263,0.5241436278174298,0.5283169659412292,sin_alerta,100.0
SRC15_PAN_2021__XY__00edc33385a0,1,1,4,2,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,,,,,,,,alta_sin_datos,0.0
SRC15_PAN_2021__XY__00fbde4d7ee2,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,1.3333333333333333,3.0,0.8013368955465092,0.8500780843310776,0.8164738308505746,0.8572136836886465,0.5654939728312712,0.5691147724099415,sin_alerta,100.0
SRC15_PAN_2021__XY__0100c777dd64,1,1,2,2,0.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,2.0,0.16666666666666666,30.0,0.6998869494800477,0.6998869494800477,0.7113559721730928,0.7113559721730928,0.5182316420961388,0.5182316420961388,media,15.0
SRC15_PAN_2021__XY__010237ecda78,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,2.0,0.5513789393361781,0.5804805259686865,0.5891255477149588,0.6175784117620944,0.3710755616447423,0.38906350896785574,sin_alerta,100.0
SRC15_PAN_2021__XY__01027e245f8e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,1.9166666666666667,2.0,0.5764552575725683,0.6133677099464745,0.6082170781310747,0.64187596325934,0.3798145772943261,0.4067155536745572,sin_alerta,100.0
SRC15_PAN_2021__XY__010442b3c2f5,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,4.25,0.8162181098040427,0.8073838111757543,0.8337095696846907,0.8242454753846391,0.5524349223251456,0.5507169194509942,sin_alerta,100.0
SRC15_PAN_2021__XY__010e97d1ac26,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,2.0,0.7347868578258594,0.7693634041344473,0.7539259094124429,0.789014929997607,0.4933693398996508,0.5192810998014943,sin_alerta,100.0
SRC15_PAN_2021__XY__01142e5fc4df,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,2.25,4.0,0.8311801485808521,0.8473669566227267,0.8426615942579214,0.8564060716210852,0.6236078272788602,0.6609396380093941,sin_alerta,100.0
SRC15_PAN_2021__XY__0116c536a416,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,2.0833333333333335,2.0,0.6573767104783288,0.7138699536958169,0.6909702764512876,0.7464032196476473,0.39842167458947586,0.44443915533566164,sin_alerta,100.0
SRC15_PAN_2021__XY__0121529399dc,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.75,0.8214970406098118,0.8320735267170213,0.834950938416819,0.8483373012136782,0.5510672350287835,0.5702056436050496,sin_alerta,100.0
SRC15_PAN_2021__XY__0124341ca17e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,1.8333333333333333,3.5,0.6446973156677036,0.6705563249482174,0.6723325771568355,0.6931570295034459,0.43407867510982057,0.462622221699313,sin_alerta,100.0
SRC15_PAN_2021__XY__013b74a1f153,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2.4166666666666665,4.0,0.6632989136539131,0.7649527806925498,0.6972294803346238,0.774817793415431,0.4524415613623382,0.4889310562934851,sin_alerta,100.0
SRC15_PAN_2021__XY__01419d111df1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,1.0,2.25,0.8110466049218644,0.8476833316373418,0.8271036845115426,0.8573224537427533,0.5866781688246707,0.579317364949858,sin_alerta,100.0
SRC15_PAN_2021__XY__01440cf42719,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,2.25,3.0,0.6260421424959898,0.6611309133526826,0.6635546240673568,0.6954614729780578,0.4325501398051663,0.4487410071942447,sin_alerta,100.0
SRC15_PAN_2021__XY__014ac4f5f7ce,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,6.0,0.8428140760962745,0.8462142112487381,0.8586423183171721,0.859687059959308,0.6130583578610045,0.6076859871798854,sin_alerta,100.0
SRC15_PAN_2021__XY__015023d0a940,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,2.4166666666666665,6.0,0.5274320748193531,0.540352588164652,0.5613141749425161,0.580273874361829,0.3750314479575589,0.3845841777805702,sin_alerta,100.0
SRC15_PAN_2021__XY__0151f2f59711,1,1,1,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,11.0,23.0,1.9166666666666667,9.0,0.7869384307469517,0.8151449389176413,0.805455698536143,0.8414453400815904,0.6069996300687918,0.624560947053467,baja,80.0
SRC15_PAN_2021__XY__0155db08ad63,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,1.4166666666666667,1.75,0.7835274483011472,0.7919822847024209,0.7974335532005045,0.8032766813255162,0.5150025865401839,0.5030837635189136,sin_alerta,100.0
SRC15_PAN_2021__XY__015d6c62ffc1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,1.8333333333333333,3.0,0.8397275391097353,0.8396111786148239,0.8509109309598865,0.8438276588370888,0.6017260475054655,0.6060180541624874,sin_alerta,100.0
SRC15_PAN_2021__XY__015fb1836948,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,1.5,10.0,0.8044183678410096,0.8405898222722625,0.8215741087788843,0.8573732853091374,0.622241148265701,0.6464510748702743,sin_alerta,100.0
SRC15_PAN_2021__XY__0166ef0ae5fc,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,3.25,0.6565535429322582,0.6932537132553818,0.6835380217104006,0.7211855793479754,0.43905479764945,0.46112481470713307,sin_alerta,100.0
SRC15_PAN_2021__XY__017786761f57,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,1.8333333333333333,3.25,0.8871756789100509,0.8848309646155749,0.8957952212803016,0.8931034978744681,0.6655818694573756,0.6688903674724893,sin_alerta,100.0
SRC15_PAN_2021__XY__017ba558d070,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,2.0,0.7373008567146139,0.7375442417642253,0.7629508594072757,0.7576744699646644,0.5115757658708007,0.5083487940630796,sin_alerta,100.0
SRC15_PAN_2021__XY__017f07c46dae,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1.8333333333333333,15.5,0.4917132456641327,0.5346148825993978,0.5349911849150515,0.5860149676900865,0.3785247244776525,0.393453651008249,sin_alerta,100.0
SRC15_PAN_2021__XY__01811608963a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2.4166666666666665,3.0,0.8612034273418175,0.8659745162812649,0.8736244538763379,0.8756839571022106,0.5660259635310463,0.5709779179810724,sin_alerta,100.0
SRC15_PAN_2021__XY__018c49375f3e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,3.5,0.7894992134057603,0.796516031305226,0.8094727743411804,0.8152223750573132,0.5659443560361883,0.5766257389722601,sin_alerta,100.0
SRC15_PAN_2021__XY__018e2f399dd2,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.5833333333333334,10.0,0.7343184481231624,0.8071625344352616,0.7576802373982499,0.8266014752707642,0.5045898230749445,0.4993839619930467,sin_alerta,100.0
SRC15_PAN_2021__XY__0190b6c67d14,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,2.25,5.5,0.783391917406463,0.783331490347285,0.7909052971067282,0.7858597006582664,0.5799505372037024,0.5595608038118914,sin_alerta,100.0
SRC15_PAN_2021__XY__0191600acf94,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,9.0,26.0,2.1666666666666665,4.5,0.6688062315930614,0.6572471969350813,0.6858348238094969,0.6932208937061837,0.4755727324251158,0.4910258054246221,media,45.0
SRC15_PAN_2021__XY__01a48cc366ec,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,11.25,0.7518522996607808,0.8145180276782542,0.7675392984412046,0.824042856734593,0.5174040764875056,0.5445117503539216,sin_alerta,100.0
SRC15_PAN_2021__XY__01a810f5a5b4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,1.1666666666666667,7.0,0.8289314707071952,0.8279802224234448,0.8386812748973984,0.838877562211327,0.6109346761014997,0.5994311448210476,sin_alerta,100.0
SRC15_PAN_2021__XY__01addd45578d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.25,0.7717031671867561,0.7974632285049572,0.795040510448785,0.8156321545122597,0.5051080533470014,0.5137010272600706,sin_alerta,100.0
SRC15_PAN_2021__XY__01b201d1e397,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.8333333333333333,4.5,0.714752840977188,0.7195215628493328,0.7355520647674508,0.7349764004685164,0.49699524690599084,0.4792856533209794,sin_alerta,100.0
SRC15_PAN_2021__XY__01bbedefd1d4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,3.0,0.8434639183975255,0.8419107193630936,0.863637538631058,0.8649173955296405,0.6466484105713858,0.6499058886797526,sin_alerta,100.0
SRC15_PAN_2021__XY__01bc6fff71cd,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,1.4166666666666667,8.5,0.8219551824576076,0.8447163515016686,0.8316131295539354,0.8584752635847527,0.59874176412253,0.6190588404754138,sin_alerta,100.0
SRC15_PAN_2021__XY__01c2ccac3720,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,4.0,0.8214278338117141,0.8464144754962062,0.8363539383273337,0.8602174989297926,0.5981278396343718,0.5960399976999529,sin_alerta,100.0
SRC15_PAN_2021__XY__01ca285adf17,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,6.25,0.8329202985737627,0.8321776877309277,0.8463477054586275,0.8488260673595398,0.5996290754231879,0.6131723482596163,sin_alerta,100.0
SRC15_PAN_2021__XY__01cc9c87ce81,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,0.75,-0.6200594917246229,-0.5504795388773289,-0.6013666245551945,-0.6130871737146507,-0.5994258381300573,-0.6173516654285884,sin_alerta,100.0
SRC15_PAN_2021__XY__01cdad8297d2,1,1,1,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,9.0,25.0,2.0833333333333335,5.0,0.3994586235540674,0.2694318717254667,0.4388793468149261,0.3317132442284325,0.28274835812035426,0.2137320044296788,baja,80.0
SRC15_PAN_2021__XY__01d04a8654d8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.0,0.6482411118879343,0.6576929812784986,0.6785042622184588,0.6836107465709438,0.4494393751910303,0.46405713731341164,sin_alerta,100.0
SRC15_PAN_2021__XY__01d1acec97fe,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,9.25,0.787120881850738,0.8057163176491902,0.8061557013361755,0.8246432641879741,0.5680171077909425,0.5655229266323094,sin_alerta,100.0
SRC15_PAN_2021__XY__01d4eb512bb5,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,9.0,26.0,2.1666666666666665,5.0,0.6400572124916614,0.623580313683072,0.6710134269158298,0.6541614906832298,0.4305450198344125,0.4046413502109705,media,45.0
SRC15_PAN_2021__XY__01f2886a058b,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,2.1666666666666665,8.0,0.14352956154760033,0.1369136857039704,0.1580430454496319,0.1629061371841155,0.13920559458214513,0.1398642095053346,sin_alerta,100.0
SRC15_PAN_2021__XY__01f773012395,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,3.0,0.6214911882885445,0.674983727489694,0.6475696021583683,0.7035424500296853,0.40884351485496206,0.4433266264252179,sin_alerta,100.0
SRC15_PAN_2021__XY__01fed5cdabf4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,1.6666666666666667,12.0,0.7421784440997148,0.7447231666337447,0.7584053952626292,0.762013410318495,0.5548473815865183,0.5580338486041536,sin_alerta,100.0
SRC15_PAN_2021__XY__0200c473783d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,2.0,4.0,0.5847909475920862,0.5402176798513406,0.61889674798802,0.6010135913384013,0.4158781086708524,0.3934762348555452,sin_alerta,100.0
SRC15_PAN_2021__XY__0206b4786f96,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.5833333333333334,9.0,0.7531591880417055,0.7963389066298172,0.7796791733944263,0.8129273002359092,0.52853874571182,0.5388999970987023,sin_alerta,100.0
SRC15_PAN_2021__XY__020c23c61ba4,1,1,2,3,0.0,0.0,100.0,0.0,0.0,0.0,100.0,10.0,26.0,2.1666666666666665,3.0,0.5651438033672761,0.5244917965241707,0.6058396646226163,0.5868146056776903,0.4019063085474617,0.38321477349676913,media,45.0
SRC15_PAN_2021__XY__020d1d6c2dcf,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,2.1666666666666665,2.0,0.6034627174631972,0.6,0.6367509611315101,0.660458452722063,0.4067386458667833,0.4139894265961773,sin_alerta,100.0
SRC15_PAN_2021__XY__02104a9d4c72,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,3.0,0.5415877982954131,0.6108610225320908,0.580063936179644,0.6463558293242211,0.3825072480788006,0.42697910183038523,sin_alerta,100.0
