xy_group_id,n_extract_units_spectral,n_spectral_rows,spectral_severity_order_max,spectral_alert_count_sum,pct_extract_units_sin_alerta,pct_extract_units_alerta_baja,pct_extract_units_alerta_media,pct_extract_units_alerta_alta,pct_extract_units_baja_disponibilidad,pct_extract_units_sin_datos,pct_extract_units_revision_espectral,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_obs_mean_median,s2yr_cloudprob_median,s2yr_ndvi_mean,s2yr_ndvi_median,s2yr_ndvi8a_mean,s2yr_ndvi8a_median,s2yr_ndre_mean,s2yr_ndre_median,spectral_alert_level_max,score_espectral
SRC15_PAN_2021__XY__2a06613c88b1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.5,0.847398387642899,0.8583985021389566,0.8590623345822351,0.8653307688077573,0.6032781904362337,0.6008727724053007,sin_alerta,100.0
SRC15_PAN_2021__XY__2a0f3e29c610,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1.8333333333333333,2.0,0.6922779028727889,0.7051209904333146,0.7162798531711766,0.7318321392016377,0.4596463700657798,0.4856398073836276,sin_alerta,100.0
SRC15_PAN_2021__XY__2a104de5d74c,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,2.5,4.5,0.7613440609816212,0.7797004991680532,0.7868951158949353,0.8054085831863609,0.46950490868130856,0.4822751332252635,sin_alerta,100.0
SRC15_PAN_2021__XY__2a128bc49835,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,2.4166666666666665,4.0,0.6996359390282882,0.7546188340807175,0.7344232834401508,0.7786407766990291,0.4814990989177803,0.4831826401446654,sin_alerta,100.0
SRC15_PAN_2021__XY__2a160656b12c,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,1.4166666666666667,14.0,-0.02115488236869288,0.06224736169096575,0.0654192377847651,0.0503478541196534,-0.031915224062292656,-0.0564324575510849,sin_alerta,100.0
SRC15_PAN_2021__XY__2a19ef4fa2b4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.0,3.9166666666666665,2.5,0.7406049547235194,0.8102284702102469,0.7802673039623718,0.8388869600537261,0.5601020660837462,0.6043192919011232,sin_alerta,100.0
SRC15_PAN_2021__XY__2a1af02373b3,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,2.5,4.0,0.8360887158071065,0.854467301197421,0.8517969692710508,0.8650341685649203,0.5783767205175173,0.5821536912056324,sin_alerta,100.0
SRC15_PAN_2021__XY__2a2089378809,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,1.8333333333333333,6.0,0.5524715896311749,0.570784509031684,0.5871662260118684,0.6020244952358245,0.3694735784905545,0.3952233099147505,sin_alerta,100.0
SRC15_PAN_2021__XY__2a28545f432f,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,2.5833333333333335,5.0,0.6350459697365523,0.7038064554620846,0.6660605112812259,0.7337280054160655,0.44993348789755105,0.5083281718264687,sin_alerta,100.0
SRC15_PAN_2021__XY__2a2fadc12cf3,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,2.0,3.0,0.5760186666062268,0.6013380280832437,0.6150197771132624,0.6358080641617228,0.428271954296054,0.43705564129831825,sin_alerta,100.0
SRC15_PAN_2021__XY__2a333e18c9e6,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,7.5,0.7597110639801163,0.7892612843444378,0.7724290532818988,0.8034956657444091,0.5333265003086989,0.5574493681039772,sin_alerta,100.0
SRC15_PAN_2021__XY__2a3b3c1e4a98,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,2.25,0.8246645714849539,0.8532479498744568,0.8395077041888912,0.8662872270917119,0.6110224221620746,0.6258168417572632,sin_alerta,100.0
SRC15_PAN_2021__XY__2a4184b3fcf1,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,2.0,12.5,0.7633450154275636,0.7810159909290355,0.7811465352067387,0.7939104764920668,0.5116797775516636,0.5213500383533622,sin_alerta,100.0
SRC15_PAN_2021__XY__2a45c8f22af5,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,2.0,0.647227774258242,0.7374647182685694,0.6769053748264258,0.7538848874170752,0.43121919642960754,0.4662267080745341,sin_alerta,100.0
SRC15_PAN_2021__XY__2a4a122d6d1e,1,1,2,3,0.0,0.0,100.0,0.0,0.0,0.0,100.0,11.0,26.0,2.1666666666666665,13.0,0.6896683520853412,0.7041299932295192,0.6985594626274524,0.6993927241011094,0.4366551054496787,0.4317901640557919,media,45.0
SRC15_PAN_2021__XY__2a526a80e833,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,2.25,3.0,0.8945928119775233,0.9147035817351218,0.9034297032577556,0.921195063866638,0.6659291033864222,0.6775789036535786,sin_alerta,100.0
SRC15_PAN_2021__XY__2a59e52ff861,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,2.1666666666666665,5.0,0.7408144892557315,0.7736549094278529,0.7590721354744159,0.7839241449579513,0.45153246549542136,0.4510441249896366,sin_alerta,100.0
SRC15_PAN_2021__XY__2a5d08f1aed8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1.8333333333333333,7.0,0.6024593449432849,0.630443311102393,0.6302142154344362,0.6553238199780461,0.41182046644042664,0.4195167869469721,sin_alerta,100.0
SRC15_PAN_2021__XY__2a5decf90d29,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,2.5,0.7792233634723212,0.7806445601671388,0.7988187507820873,0.8056453839765316,0.5637226853384414,0.58934997958964,sin_alerta,100.0
SRC15_PAN_2021__XY__2a6133664a81,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,6.0,0.8102383707736142,0.8203770848440899,0.8269019693823718,0.8325176801077021,0.6032504473676944,0.6090586923920628,sin_alerta,100.0
SRC15_PAN_2021__XY__2a69c92745af,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,9.0,0.8558749886224053,0.8535451231391268,0.8669623974684256,0.8616802662996932,0.6143118288855219,0.6027117431575713,sin_alerta,100.0
SRC15_PAN_2021__XY__2a71b3d953a5,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,1.0833333333333333,3.5,0.8057923320078271,0.82115560102431,0.8194899990752031,0.8333328928334187,0.5386662090441428,0.5285183628950996,sin_alerta,100.0
SRC15_PAN_2021__XY__2a71db3c6b63,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,3.0,0.811741720617872,0.7917071052388059,0.824329455718168,0.8040083785257393,0.5813344988127088,0.5877626207685962,sin_alerta,100.0
SRC15_PAN_2021__XY__2a793889c908,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,1.6666666666666667,6.0,0.8367120074078532,0.8342402678945164,0.849635327756597,0.8480138169257341,0.5979694667746488,0.5929765178760313,sin_alerta,100.0
SRC15_PAN_2021__XY__2a7f98c13342,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,3.0,0.7448158662637113,0.7616565718546473,0.7713097024562863,0.7876206600114213,0.4947415824934236,0.5021377387647272,sin_alerta,100.0
SRC15_PAN_2021__XY__2a98abb2a724,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,5.5,0.543503347696921,0.544071400953019,0.5822601759384598,0.5778639447124044,0.3892492981236961,0.38978341791821597,sin_alerta,100.0
SRC15_PAN_2021__XY__2a9dc7d99d33,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,1.1666666666666667,1.5,0.661901604739149,0.6483868262133752,0.6890042472601905,0.6697185777104793,0.4298737919306615,0.413458712900382,sin_alerta,100.0
SRC15_PAN_2021__XY__2aa9c16cd652,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,2.4166666666666665,6.0,0.5071778509257321,0.5790835646597877,0.5434322509347219,0.6042882529168014,0.3531064020520926,0.3849936911042524,sin_alerta,100.0
SRC15_PAN_2021__XY__2aaad59bfe57,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,2.5,0.8069826467927518,0.8199409744236354,0.8179771370656534,0.8312021594504129,0.567420985283595,0.5885334178017105,sin_alerta,100.0
SRC15_PAN_2021__XY__2ab412d9df97,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,5.0,0.8709309322849549,0.8879125430324882,0.8818513124723651,0.8987878048584319,0.6187664503476558,0.6171698500718833,sin_alerta,100.0
SRC15_PAN_2021__XY__2ab6adee247e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,1.75,3.0,0.6896255605265124,0.6964492921791599,0.7163095024928102,0.7287333789029753,0.4962762294580442,0.5069370492893336,sin_alerta,100.0
SRC15_PAN_2021__XY__2abb486a0f6a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,3.0,0.8095834672526904,0.8522735703569753,0.8213435015793744,0.856516123291101,0.5947401025395803,0.6065961031052991,sin_alerta,100.0
SRC15_PAN_2021__XY__2ac3b95d0a31,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,2.5,0.639858111740423,0.724893487522824,0.6647552550894005,0.7543114635689965,0.44865652490508734,0.4939587775408671,sin_alerta,100.0
SRC15_PAN_2021__XY__2ac4c93914a8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,1.5833333333333333,3.0,0.6410493327991219,0.6553915701706052,0.6732383874772895,0.6829942462696925,0.4388194718759083,0.4585355984344659,sin_alerta,100.0
SRC15_PAN_2021__XY__2ac78a88b8d2,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,2.0833333333333335,12.0,0.6354021856135967,0.7228565898974261,0.6573709534123889,0.7453769559032717,0.4512083300964683,0.4600067940108182,sin_alerta,100.0
SRC15_PAN_2021__XY__2acb86ba3daa,1,1,2,3,0.0,0.0,100.0,0.0,0.0,0.0,100.0,10.0,25.0,2.0833333333333335,6.75,0.6081417505956701,0.6670829561021443,0.6433595545395834,0.685012804924588,0.4441496403998465,0.4605782726927232,media,45.0
SRC15_PAN_2021__XY__2acdd7264b97,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,2.5,0.8698926240749172,0.8749379678708514,0.8809352018117049,0.8843908412028343,0.6608994421245296,0.6725183491136284,sin_alerta,100.0
SRC15_PAN_2021__XY__2acdeab59b24,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,6.0,0.7924349658655395,0.8164189077927295,0.8105016530557198,0.8326655030495048,0.5612273875653947,0.5739480429745916,sin_alerta,100.0
SRC15_PAN_2021__XY__2ad087214f11,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,8.0,0.42495011565531465,0.4302009777294949,0.47599491980839814,0.4440911499735029,0.3334839013244793,0.3273258645884072,sin_alerta,100.0
SRC15_PAN_2021__XY__2ada7db369a2,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,2.25,0.6315686152557577,0.6163033871044568,0.6599812823237151,0.6526082658947618,0.45523383263048867,0.4487423638159552,sin_alerta,100.0
SRC15_PAN_2021__XY__2adcbe39a286,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,2.5,2.0,0.7754197960335142,0.7933638355541974,0.7974791435634809,0.8070871332477975,0.5689981341396525,0.5869651755423486,sin_alerta,100.0
SRC15_PAN_2021__XY__2adee8028356,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,1.8333333333333333,5.0,0.7913478711253422,0.8240616166996351,0.8042746775312289,0.8322494119420174,0.5796672647972928,0.6034313818172772,sin_alerta,100.0
SRC15_PAN_2021__XY__2ae2e4fdf76a,1,1,2,2,0.0,0.0,100.0,0.0,100.0,0.0,100.0,2.0,2.0,0.16666666666666666,22.0,0.6680235016196652,0.6680235016196652,0.6811314851945012,0.6811314851945012,0.4856026909939302,0.4856026909939302,media,15.0
SRC15_PAN_2021__XY__2ae4c973976e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,2.25,3.0,0.6100402761308212,0.6102960102960103,0.6404440285530768,0.639564787339268,0.40418458634519144,0.4083402146985961,sin_alerta,100.0
SRC15_PAN_2021__XY__2af22a5bce77,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,2.4166666666666665,3.0,0.7946477440075598,0.7951739143286304,0.8123488250350472,0.8157780534724732,0.5413985990461738,0.5417290703527846,sin_alerta,100.0
SRC15_PAN_2021__XY__2af44de3ffed,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,4.0,0.8432901026949103,0.8737866847310851,0.859896705470802,0.889815722896879,0.6218711170784925,0.638031276493889,sin_alerta,100.0
SRC15_PAN_2021__XY__2afa4cde41d3,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,6.5,0.8238453898517355,0.8385722141034824,0.8393986660056598,0.8558317686793595,0.6023748244876634,0.6067707620564472,sin_alerta,100.0
SRC15_PAN_2021__XY__2afd304580bb,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,2.3333333333333335,10.5,0.8151736818302922,0.8305220261809902,0.8284382735374097,0.837558038308299,0.5891497936926414,0.582639714625446,sin_alerta,100.0
SRC15_PAN_2021__XY__2afe22ba4550,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,2.75,0.7877060050883572,0.8077345622274084,0.8011487231060216,0.8209516911058642,0.5289484566745128,0.5318646158977607,sin_alerta,100.0
SRC15_PAN_2021__XY__2b006141642d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,2.0,1.5,0.8312816150988673,0.8429245283018868,0.8472616840476456,0.8531098367887076,0.6172755515490517,0.6172441579371474,sin_alerta,100.0
SRC15_PAN_2021__XY__2b00b1a713c6,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.0,1.9166666666666667,3.0,0.8549909385448603,0.8557468590041879,0.8677065850770415,0.8746200607902737,0.6256116252271698,0.6260464289760113,sin_alerta,100.0
SRC15_PAN_2021__XY__2b066dac00ac,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,1.6666666666666667,3.0,0.7017599010140586,0.7134755290451218,0.7210360459773639,0.7442459586257177,0.4527860926351273,0.4872405245941645,sin_alerta,100.0
SRC15_PAN_2021__XY__2b08a2ec05d0,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,2.25,4.5,0.7463439228530134,0.7666488729899104,0.7640602280960158,0.7822583539213208,0.5453702484442956,0.5476003682765871,sin_alerta,100.0
SRC15_PAN_2021__XY__2b0efa1c89c8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,3.0,0.825958781888667,0.8358785991335993,0.8415847827940003,0.8528929399577008,0.6192792105256515,0.6276465729137285,sin_alerta,100.0
SRC15_PAN_2021__XY__2b16fdd1dbe8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,2.3333333333333335,5.0,0.8739342850083701,0.8780626780626782,0.8822974488536262,0.8881139188987589,0.6502941244923643,0.6470385108012118,sin_alerta,100.0
SRC15_PAN_2021__XY__2b2359b5245f,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,2.4166666666666665,5.75,0.8381800995688,0.8623620705363226,0.8525498745777821,0.8742585144304633,0.5399507364457135,0.5430416340857013,sin_alerta,100.0
SRC15_PAN_2021__XY__2b243793650c,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,4.0,0.8130266785524314,0.8298276760074579,0.8279600441981091,0.8454889054096117,0.5286855889052001,0.5376044568245124,sin_alerta,100.0
SRC15_PAN_2021__XY__2b2538ddbd85,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.75,5.5,0.8506489011546012,0.8533236536775213,0.8576180108102858,0.858781906603225,0.5921370397044702,0.592205818958479,sin_alerta,100.0
SRC15_PAN_2021__XY__2b27e45ad39e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,6.5,0.6598211626091193,0.7006516575208899,0.6883266706191586,0.720908230591684,0.45901003009769425,0.47677096703617144,sin_alerta,100.0
SRC15_PAN_2021__XY__2b2d10c1c0e4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,2.3333333333333335,11.0,0.5136953051956449,0.5330077545767036,0.5610760511685945,0.5734230982714994,0.3672685998560578,0.3805650001608498,sin_alerta,100.0
SRC15_PAN_2021__XY__2b3be9590bbb,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,27.0,2.25,5.0,0.6126755326480419,0.6519831449431867,0.6406229546073452,0.6809322885272252,0.39472663504327093,0.3932014607425441,sin_alerta,100.0
SRC15_PAN_2021__XY__2b422abb986d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,1.75,2.5,0.7554247310605813,0.799440711091091,0.7764123095136013,0.8185456627719844,0.5206726976418476,0.5283427192876012,sin_alerta,100.0
SRC15_PAN_2021__XY__2b46ae66b76a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,3.0,0.6098121410625423,0.6291395921566465,0.6455918847432545,0.6679005817028026,0.3818879315189569,0.3826451755354382,sin_alerta,100.0
SRC15_PAN_2021__XY__2b49ddbba786,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,3.75,0.7964701581595148,0.8438405945518975,0.8172317670061009,0.8643729996028587,0.6151184637316393,0.6549158635020267,sin_alerta,100.0
SRC15_PAN_2021__XY__2b5053266325,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,1.5833333333333333,11.0,0.6886278135730889,0.6929767340726245,0.717274821698862,0.7233000195963158,0.45547870781717514,0.44620047629357,sin_alerta,100.0
SRC15_PAN_2021__XY__2b5eee399fa6,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,1.5833333333333333,9.0,0.7438424779517226,0.7543416482475529,0.763719046626135,0.782742250767942,0.5025051386520036,0.5144364631241266,sin_alerta,100.0
SRC15_PAN_2021__XY__2b6967dcdc7e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,2.5833333333333335,11.5,0.6218974263344269,0.6365378085814715,0.6533263535152691,0.6712372457972829,0.4438001961295284,0.4542701399803467,sin_alerta,100.0
SRC15_PAN_2021__XY__2b6ab2dc1650,1,1,2,2,0.0,0.0,100.0,0.0,0.0,0.0,100.0,10.0,27.0,2.25,5.5,0.41020916838649324,0.409288824383164,0.4408727301857878,0.44332881373817123,0.31261595977362056,0.31110724660927247,media,45.0
SRC15_PAN_2021__XY__2b7ff02d1592,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,1.8333333333333333,5.0,0.7961657988946711,0.829572604194319,0.8066640640025088,0.8343653250773994,0.5761555201078631,0.5787545787545787,sin_alerta,100.0
SRC15_PAN_2021__XY__2b87534a06af,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,6.0,0.6861580333702929,0.7218664226898445,0.7083412847995626,0.748552522746071,0.4703153201738439,0.5034519383961763,sin_alerta,100.0
SRC15_PAN_2021__XY__2b877766ef0c,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,2.1666666666666665,2.75,0.6319790304710761,0.6767691890584726,0.6552481307876304,0.6944117428967878,0.44700286596037647,0.47029201397668896,sin_alerta,100.0
SRC15_PAN_2021__XY__2b89d3e502b4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,4.0,0.8100375081623428,0.8438528167956918,0.8261193660957297,0.8589951712159943,0.5975003270727648,0.6264433740173028,sin_alerta,100.0
SRC15_PAN_2021__XY__2b9db0c6b6c7,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,2.3333333333333335,4.25,0.5117097182236554,0.5701631182033875,0.5522504904497121,0.6032783450517245,0.35970979747756415,0.39639048374505803,sin_alerta,100.0
SRC15_PAN_2021__XY__2ba79b70ac12,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,5.25,0.8528357463045051,0.8775071334673491,0.8651691186300845,0.8852632840077437,0.6382244759791567,0.6336645025127532,sin_alerta,100.0
SRC15_PAN_2021__XY__2baa3c1df2f2,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0833333333333335,3.0,0.7148946209067572,0.7632770473500368,0.7405921865585311,0.78822241825164,0.5049077766993375,0.542524760257821,sin_alerta,100.0
SRC15_PAN_2021__XY__2bb731ccc49d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,1.4166666666666667,7.0,0.6624846162774239,0.6805208627419592,0.6863111314255687,0.7095954197146026,0.4757646281108577,0.48694829368951137,sin_alerta,100.0
SRC15_PAN_2021__XY__2bbf18d472b3,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,2.5,5.5,0.7980128535901873,0.8074694173221919,0.8098043471496991,0.8149197832122472,0.5454290366765238,0.5413034984575966,sin_alerta,100.0
SRC15_PAN_2021__XY__2bbf47b0e954,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,3.5,0.7670362845995871,0.802551597742029,0.7892830706343945,0.8274348707666841,0.5302694013045797,0.5496665100130734,sin_alerta,100.0
SRC15_PAN_2021__XY__2bd9347b977e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0833333333333335,2.75,0.8143435511437946,0.8102343821330575,0.8314447170101719,0.8250518491851302,0.5253598656936378,0.5334377199533484,sin_alerta,100.0
SRC15_PAN_2021__XY__2bdd11f544d9,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,2.0,0.5674951848591727,0.61774469045307,0.5962653074839201,0.6493866126022432,0.3659674463693248,0.4012437016558509,sin_alerta,100.0
SRC15_PAN_2021__XY__2be49c9133c9,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,2.1666666666666665,6.0,0.688185314490708,0.7473265356876398,0.7141729233772809,0.7576625608708106,0.47109944879085525,0.476843910806175,sin_alerta,100.0
SRC15_PAN_2021__XY__2be9d71636b4,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,2.0833333333333335,3.75,0.7382989231556998,0.7333204836498155,0.7559267557899798,0.7564184316780256,0.48545744245283573,0.4883881634090918,sin_alerta,100.0
SRC15_PAN_2021__XY__2bf9f5b916ec,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,2.4166666666666665,10.25,0.1853709142309914,0.2101828914964508,0.21133446231342562,0.2424284957215608,0.1185333482372328,0.11885817227864134,sin_alerta,100.0
SRC15_PAN_2021__XY__2c029318ffc8,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,1.9166666666666667,4.0,0.5459441035634612,0.5869312860526017,0.5753193727271517,0.6094529592105036,0.38871461197798635,0.40268015947045077,sin_alerta,100.0
SRC15_PAN_2021__XY__2c057ea07f8d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,5.0,0.6864540652086882,0.7075236671649229,0.7148733821375824,0.732146931325576,0.4907215899591615,0.4950768018905079,sin_alerta,100.0
SRC15_PAN_2021__XY__2c0c86a61f58,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,2.0,3.0,0.8485520646456887,0.8381358055625157,0.8636170324069942,0.8471306261418028,0.6351410441852086,0.6383295026556683,sin_alerta,100.0
SRC15_PAN_2021__XY__2c0d74a0003b,1,1,1,1,0.0,100.0,0.0,0.0,0.0,0.0,100.0,10.0,30.0,2.5,8.0,0.6785127733637573,0.689674525717318,0.679538185136715,0.6947632263289483,0.4482315392130696,0.4635291717099783,baja,80.0
SRC15_PAN_2021__XY__2c1971384cd9,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,2.0,5.0,0.6200463516752264,0.643346262234556,0.6545971999642092,0.669114485133893,0.41455731331179946,0.4081998343303477,sin_alerta,100.0
SRC15_PAN_2021__XY__2c1eb7b3b02d,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,1.5833333333333333,3.25,0.6803822843269475,0.7039743099574132,0.7045407091661605,0.7262987407056871,0.4572856517114755,0.4699089907865252,sin_alerta,100.0
SRC15_PAN_2021__XY__2c2175d2fb1a,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,1.5,3.0,0.8305850526216282,0.8356986353876734,0.8465687373102786,0.8512644209975281,0.6098493225360543,0.6089534183884362,sin_alerta,100.0
SRC15_PAN_2021__XY__2c2233d28c8e,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,2.0833333333333335,5.0,0.8233297115112844,0.8318456665706881,0.8439506275533492,0.8533768516193824,0.6153456511157974,0.6131719981086359,sin_alerta,100.0
SRC15_PAN_2021__XY__2c2443e805bf,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,1.8333333333333333,9.0,0.7959192027610609,0.8390186475296677,0.8130218154032445,0.8485182115607631,0.5953735540233729,0.6142906261711745,sin_alerta,100.0
SRC15_PAN_2021__XY__2c24521d2212,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,23.0,1.9166666666666667,4.5,0.7089500431560884,0.7227773203365179,0.7309575593048591,0.7429367858202698,0.5088614314135531,0.5172136458612026,sin_alerta,100.0
SRC15_PAN_2021__XY__2c29cd5e1282,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,2.0833333333333335,8.0,0.7576478840416726,0.78055998178921,0.7786961202028707,0.8050171037628278,0.5081695964292178,0.5358100570242723,sin_alerta,100.0
SRC15_PAN_2021__XY__2c2a05141d18,1,1,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,1.75,9.0,0.6882831605526747,0.7374269227710195,0.6746368910297907,0.7103532833287626,0.4345015688657832,0.44140678512607523,sin_alerta,100.0
