source_csv,path,size_mb,selected_for_processing,n_columns_header,has_extract_id,has_month,has_n_obs_clean
pgbm_s2sr_monthly_s2cloudless_sinac_src10_2021_s2sr_units_CRI_2021_SRC10_batch_001.csv,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_SINAC/gee_exports/pgbm_s2sr_monthly_s2cloudless_sinac_src10_2021_s2sr_units_CRI_2021_SRC10_batch_001.csv,105.525,True,43,True,True,True
