input_gpkg,input_layer,total_input_records,eligible_records,extract_units_lon_lat_year,redundant_extractions_avoided,thematic_conflict_units,batch_size,n_batches,output_base_dir,units_csv
/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/xy_groups/mapa_forestal_panama_src15_2021_xy_groups_outputs.gpkg,mapa_forestal_panama_src15_records_with_xy_groups,12551,12551,12551,0,0,50000,1,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/gee_input,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/gee_input/s2_sr_extract_units_mapa_forestal_panama_src15_2021.csv
