batch_id,country_code,year_ref,source_id,records,batch_csv
s2sr_units_PAN_2021_SRC15_batch_001,PAN,2021,15,12551,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama_v2/gee_input/batches/s2sr_units_PAN_2021_SRC15_batch_001.csv
