year_min,year_max,total_input_records,eligible_records,extract_units_lon_lat_year,redundant_extractions_avoided,unmatched_xy_records,batch_size,n_batches,output_gpkg,output_layer,extract_units_csv,batches_dir
2018,2022,2881123,1195911,1185946,9965,0,50000,42,C:\Users\jesus\OneDrive\Ejercicio 7\Documents\Work\CR\Github\PGBM_actividad_1_diagnostico\data\processed\s2_sr_gee_input\puntos_s2_sr_2018_2022.gpkg,puntos_s2_sr_2018_2022,C:\Users\jesus\OneDrive\Ejercicio 7\Documents\Work\CR\Github\PGBM_actividad_1_diagnostico\data\processed\s2_sr_gee_input\s2_sr_extract_units_2018_2022.csv,C:\Users\jesus\OneDrive\Ejercicio 7\Documents\Work\CR\Github\PGBM_actividad_1_diagnostico\data\processed\s2_sr_gee_input\batches
