timestamp,source_name,source_code,source_id_expected,country_code_expected,year_ref_expected,input_gpkg,input_layer_original_annual,input_layer_units_annual,output_gpkg,n_original_records,n_extract_units,n_priority_original_records,pct_priority_original_records,n_priority_extract_units,pct_priority_extract_units,n_rare_spectral_records,pct_rare_spectral_records,n_low_availability_records,pct_low_availability_records,n_class_audit_original_rows,n_class_audit_units_rows,min_valid_months,min_total_obs,cloud_prob_high,min_group_size_for_rareness,iqr_factor
2026-07-14 23:29:06,MIAMBIENTE - Cultivos Mapa Panamá,SRC15,15,PAN,2021,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama/s2sr_join/mapa_forestal_panama_src15_2021_s2sr_join_outputs.gpkg,mapa_forestal_panama_src15_records_s2sr_annual,mapa_forestal_panama_src15_extract_units_s2sr_annual,/media/estb/PGB_disco/PGBM_actividad_1_diagnostico/data/processed/a3_auditorias_nuevas_fuentes/caso_panama/spectral_class_audit/s2sr_spectral_class_audit_mapa_forestal_panama_src15_2021_outputs.gpkg,12551,12551,2423,19.305,2423,19.305,408,3.251,256,2.04,23,23,4,4,60.0,20,1.5
